Coach,Team,Background,Year_N,Year_N_WAR,Year_N_Plus_1_WAR
Jim Schwartz,DET,Defensive,2011,-0.0568641424179077,-0.2376232147216797
Jim Schwartz,DET,Defensive,2012,-0.2376232147216797,-0.1333313584327697
Joe Schmidt,DET,Defensive,1970,0.0404376619338989,-0.1281617515563965
Joe Schmidt,DET,Defensive,1971,-0.1281617515563965,0.0633187790870666
Marty Mornhinweg,DET,Offensive,2001,-0.2459703981876373,-0.0659891068935394
Monte Clark,DET,Offensive,1978,-0.0202993154525756,-0.0825619548559188
Monte Clark,DET,Offensive,1979,-0.0825619548559188,-0.0649642348289489
Monte Clark,DET,Offensive,1980,-0.0649642348289489,-0.0465174317359924
Monte Clark,DET,Offensive,1981,-0.0465174317359924,-0.0648859268188476
Monte Clark,DET,Offensive,1982,-0.0648859268188476,0.0628457963466644
Monte Clark,DET,Offensive,1983,0.0628457963466644,-0.047874203968048
Rick Forzano,DET,Offensive,1974,0.0268590450286865,-0.0107284188270568
Rick Forzano,DET,Offensive,1975,-0.0107284188270568,-0.3267610669136047
Rod Marinelli,DET,Defensive,2006,-0.2318329215049743,-0.0562818050384521
Rod Marinelli,DET,Defensive,2007,-0.0562818050384521,-0.1885173916816711
Steve Mariucci,DET,Offensive,2003,0.0582683384418487,-0.1088788211345672
Steve Mariucci,DET,Offensive,2004,-0.1088788211345672,-0.0445848561763763
Wayne Fontes,DET,Defensive,1989,0.092018574476242,0.0008942186832427
Wayne Fontes,DET,Defensive,1990,0.0008942186832427,0.1926784515380859
Wayne Fontes,DET,Defensive,1991,0.1926784515380859,-0.1191961467266082
Wayne Fontes,DET,Defensive,1992,-0.1191961467266082,0.0914461612701416
Wayne Fontes,DET,Defensive,1993,0.0914461612701416,-0.0105244517326354
Wayne Fontes,DET,Defensive,1994,-0.0105244517326354,-0.1113782525062561
Wayne Fontes,DET,Defensive,1995,-0.1113782525062561,-0.2177393436431884
Bart Starr,GNB,Offensive,1975,0.004706210565567,0.0473956962585448
Bart Starr,GNB,Offensive,1976,0.0473956962585448,-0.0795941584587097
Bart Starr,GNB,Offensive,1977,-0.0795941584587097,-0.0321443593978881
Bart Starr,GNB,Offensive,1978,-0.0321443593978881,-0.0748180150985717
Bart Starr,GNB,Offensive,1979,-0.0748180150985717,0.0517054117202758
Bart Starr,GNB,Offensive,1980,0.0517054117202758,0.0188401639461517
Bart Starr,GNB,Offensive,1981,0.0188401639461517,0.0619002400398254
Bart Starr,GNB,Offensive,1982,0.0619002400398254,0.0891653895378112
Forrest Gregg,GNB,Offensive,1984,0.0139543116092681,0.1899001002311706
Forrest Gregg,GNB,Offensive,1985,0.1899001002311706,0.0387734025716781
Forrest Gregg,GNB,Offensive,1986,0.0387734025716781,-0.0538372631549834
Lindy Infante,GNB,Offensive,1988,-0.073385089635849,-0.026730477809906
Lindy Infante,GNB,Offensive,1989,-0.026730477809906,-0.071826696395874
Lindy Infante,GNB,Offensive,1990,-0.071826696395874,-0.1606466174125671
Matt LaFleur,GNB,Offensive,2019,0.0701102018356323,0.1125108003616333
Matt LaFleur,GNB,Offensive,2020,0.1125108003616333,0.0417386338233948
Matt LaFleur,GNB,Offensive,2021,0.0417386338233948,-0.1702392190933227
Matt LaFleur,GNB,Offensive,2022,-0.1702392190933227,0.0712525636196136
Matt LaFleur,GNB,Offensive,2023,0.0712525636196136,0.1015901251792907
Mike Holmgren,GNB,Offensive,1992,0.0852160453796386,0.0490177869796752
Mike Holmgren,GNB,Offensive,1993,0.0490177869796752,-0.1267806887626648
Mike Holmgren,GNB,Offensive,1994,-0.1267806887626648,0.1863428354263305
Mike Holmgren,GNB,Offensive,1995,0.1863428354263305,0.0609527826309204
Mike Holmgren,GNB,Offensive,1996,0.0609527826309204,0.1058177351951599
Mike Holmgren,GNB,Offensive,1997,0.1058177351951599,0.2136296033859253
Mike McCarthy,GNB,Offensive,2006,0.0335240960121154,0.1288489699363708
Mike McCarthy,GNB,Offensive,2007,0.1288489699363708,-0.2470888495445251
Mike McCarthy,GNB,Offensive,2008,-0.2470888495445251,-0.0783397555351257
Mike McCarthy,GNB,Offensive,2009,-0.0783397555351257,-0.0614734888076782
Mike McCarthy,GNB,Offensive,2010,-0.0614734888076782,0.1780165433883667
Mike McCarthy,GNB,Offensive,2011,0.1780165433883667,-0.0177130699157714
Mike McCarthy,GNB,Offensive,2012,-0.0177130699157714,0.0886211776256561
Mike McCarthy,GNB,Offensive,2013,0.0886211776256561,-0.0278363823890686
Mike McCarthy,GNB,Offensive,2014,-0.0278363823890686,-0.0449946522712707
Mike McCarthy,GNB,Offensive,2015,-0.0449946522712707,-0.0242267847061157
Mike McCarthy,GNB,Offensive,2016,-0.0242267847061157,0.155870258808136
Mike McCarthy,GNB,Offensive,2017,0.155870258808136,-0.0297253727912902
Mike Sherman,GNB,Offensive,2000,-0.0749844908714294,0.041595458984375
Mike Sherman,GNB,Offensive,2001,0.041595458984375,0.1532096266746521
Mike Sherman,GNB,Offensive,2002,0.1532096266746521,0.0192465782165527
Mike Sherman,GNB,Offensive,2003,0.0192465782165527,0.1949522495269775
Mike Sherman,GNB,Offensive,2004,0.1949522495269775,-0.1061515212059021
Bill O'Brien,HTX,Offensive,2014,-0.0158843994140625,0.179421067237854
Bill O'Brien,HTX,Offensive,2015,0.179421067237854,0.1744705438613891
Bill O'Brien,HTX,Offensive,2016,0.1744705438613891,-0.0077378749847412
Bill O'Brien,HTX,Offensive,2017,-0.0077378749847412,0.0423958897590637
Bill O'Brien,HTX,Offensive,2018,0.0423958897590637,0.1736240088939666
Bill O'Brien,HTX,Offensive,2019,0.1736240088939666,-0.340683102607727
DeMeco Ryans,HTX,Defensive,2023,0.1026409537315368,-0.0113966196060181
Dom Capers,HTX,Defensive,2002,-0.0628147721290588,0.0192420184612274
Dom Capers,HTX,Defensive,2003,0.0192420184612274,-0.1981935501098632
Dom Capers,HTX,Defensive,2004,-0.1981935501098632,-0.2563785016536712
Gary Kubiak,HTX,Offensive,2006,-0.0588948428630828,0.1481768786907196
Gary Kubiak,HTX,Offensive,2007,0.1481768786907196,0.0607436895370483
Gary Kubiak,HTX,Offensive,2008,0.0607436895370483,0.0032541751861572
Gary Kubiak,HTX,Offensive,2009,0.0032541751861572,-0.181793212890625
Gary Kubiak,HTX,Offensive,2010,-0.181793212890625,-0.0341440439224243
Gary Kubiak,HTX,Offensive,2011,-0.0341440439224243,0.063497245311737
Gary Kubiak,HTX,Offensive,2012,0.063497245311737,-0.0500460075855255
Doug Marrone,JAX,Offensive,2017,-0.0385351777076721,-0.0810848176479339
Doug Marrone,JAX,Offensive,2018,-0.0810848176479339,-0.0174250900745391
Doug Marrone,JAX,Offensive,2019,-0.0174250900745391,-0.186083510518074
Doug Pederson,JAX,Offensive,2022,-0.1099215656280517,-0.0529094248771667
Doug Pederson,JAX,Offensive,2023,-0.0529094248771667,-0.0431135937690734
Gus Bradley,JAX,Defensive,2013,-0.0203181207180023,-0.0393396317958831
Gus Bradley,JAX,Defensive,2014,-0.0393396317958831,-0.1546534895896911
Gus Bradley,JAX,Defensive,2015,-0.1546534895896911,-0.1972209414005279
Jack Del Rio,JAX,Defensive,2003,-0.0139762163162231,-0.0048075318336486
Jack Del Rio,JAX,Defensive,2004,-0.0048075318336486,0.0457220673561096
Jack Del Rio,JAX,Defensive,2005,0.0457220673561096,-0.0625306367874145
Jack Del Rio,JAX,Defensive,2006,-0.0625306367874145,0.0489063262939453
Jack Del Rio,JAX,Defensive,2007,0.0489063262939453,-0.099366694688797
Jack Del Rio,JAX,Defensive,2008,-0.099366694688797,0.0156636238098144
Jack Del Rio,JAX,Defensive,2009,0.0156636238098144,0.1524535417556762
Jack Del Rio,JAX,Defensive,2010,0.1524535417556762,-0.1651085136413574
Tom Coughlin,JAX,Offensive,1995,-0.1225909292697906,0.0591156482696533
Tom Coughlin,JAX,Offensive,1996,0.0591156482696533,0.0143858194351196
Tom Coughlin,JAX,Offensive,1997,0.0143858194351196,0.1279391050338745
Tom Coughlin,JAX,Offensive,1998,0.1279391050338745,0.1369280219078064
Tom Coughlin,JAX,Offensive,1999,0.1369280219078064,-0.057676762342453
Tom Coughlin,JAX,Offensive,2000,-0.057676762342453,-0.1837937235832214
Tom Coughlin,JAX,Offensive,2001,-0.1837937235832214,-0.1922281384468078
Andy Reid,KAN,Offensive,2013,0.0119428038597106,0.0570443272590637
Andy Reid,KAN,Offensive,2014,0.0570443272590637,0.0423769950866699
Andy Reid,KAN,Offensive,2015,0.0423769950866699,0.1064305305480957
Andy Reid,KAN,Offensive,2016,0.1064305305480957,-0.0179955959320068
Andy Reid,KAN,Offensive,2017,-0.0179955959320068,0.1201476454734802
Andy Reid,KAN,Offensive,2018,0.1201476454734802,0.107475996017456
Andy Reid,KAN,Offensive,2019,0.107475996017456,0.1849697828292846
Andy Reid,KAN,Offensive,2020,0.1849697828292846,0.1026751860618591
Andy Reid,KAN,Offensive,2021,0.1026751860618591,0.1760103330612182
Andy Reid,KAN,Offensive,2022,0.1760103330612182,0.1235025211334228
Andy Reid,KAN,Offensive,2023,0.1235025211334228,0.2567873238563537
Dick Vermeil,KAN,Offensive,2001,-0.0105195045471191,-0.0609896779060363
Dick Vermeil,KAN,Offensive,2002,-0.0609896779060363,0.0462344288825988
Dick Vermeil,KAN,Offensive,2003,0.0462344288825988,-0.0829325914382934
Dick Vermeil,KAN,Offensive,2004,-0.0829325914382934,0.0434386134147644
Frank Gansz,KAN,Offensive,1987,-0.0962844188690185,-0.130412868309021
Gunther Cunningham,KAN,Defensive,1999,-0.016689121723175,-0.1439462900161743
John Mackovic,KAN,Offensive,1983,-0.1685841679573059,-0.0653531551361084
John Mackovic,KAN,Offensive,1984,-0.0653531551361084,-0.1032838523387909
John Mackovic,KAN,Offensive,1985,-0.1032838523387909,0.0327069163322448
Marty Schottenheimer,KAN,Defensive,1989,0.1476615750312805,-0.0303069949150085
Marty Schottenheimer,KAN,Defensive,1990,-0.0303069949150085,0.0737337470054626
Marty Schottenheimer,KAN,Defensive,1991,0.0737337470054626,0.0044354200363159
Marty Schottenheimer,KAN,Defensive,1992,0.0044354200363159,0.1141613125801086
Marty Schottenheimer,KAN,Defensive,1993,0.1141613125801086,0.0626319348812103
Marty Schottenheimer,KAN,Defensive,1994,0.0626319348812103,0.1180989742279052
Marty Schottenheimer,KAN,Defensive,1995,0.1180989742279052,0.0258535742759704
Marty Schottenheimer,KAN,Defensive,1996,0.0258535742759704,0.1369507312774658
Marty Schottenheimer,KAN,Defensive,1997,0.1369507312774658,0.0421430170536041
Paul Wiggin,KAN,Defensive,1975,-0.06902025141716,-0.1683994034767151
Paul Wiggin,KAN,Defensive,1976,-0.1683994034767151,-0.2164060076236724
Todd Haley,KAN,Offensive,2009,-0.108932614326477,0.0484693050384521
Todd Haley,KAN,Offensive,2010,0.0484693050384521,-0.1575816706657409
Adam Gase,MIA,Offensive,2016,0.1655351221561432,0.0588466823101043
Adam Gase,MIA,Offensive,2017,0.0588466823101043,-0.0310674309730529
Brian Flores,MIA,Defensive,2019,0.0127593576908111,0.1085322499275207
Brian Flores,MIA,Defensive,2020,0.1085322499275207,0.0371200233936309
Dave Wannstedt,MIA,Defensive,2000,-0.00049889087677,0.1564630270004272
Dave Wannstedt,MIA,Defensive,2001,0.1564630270004272,-0.0970505475997924
Dave Wannstedt,MIA,Defensive,2002,-0.0970505475997924,0.0203114748001098
Dave Wannstedt,MIA,Defensive,2003,0.0203114748001098,-0.1315931411027908
Don Shula,MIA,Defensive,1970,0.0548406475067139,0.0514791011810302
Don Shula,MIA,Defensive,1971,0.0514791011810302,0.141763687133789
Don Shula,MIA,Defensive,1972,0.141763687133789,0.1150280734062194
Don Shula,MIA,Defensive,1973,0.1150280734062194,0.1912504798889159
Don Shula,MIA,Defensive,1974,0.1912504798889159,0.0933982365608215
Don Shula,MIA,Defensive,1975,0.0933982365608215,-0.0172770751953125
Don Shula,MIA,Defensive,1976,-0.0172770751953125,0.1625541680335999
Don Shula,MIA,Defensive,1977,0.1625541680335999,0.0756785869598388
Don Shula,MIA,Defensive,1978,0.0756785869598388,0.1010016798973083
Don Shula,MIA,Defensive,1979,0.1010016798973083,0.0931593775749206
Don Shula,MIA,Defensive,1980,0.0931593775749206,0.1318647182464599
Don Shula,MIA,Defensive,1981,0.1318647182464599,0.1554084184646607
Don Shula,MIA,Defensive,1982,0.1554084184646607,0.0750526785850524
Don Shula,MIA,Defensive,1983,0.0750526785850524,0.0722365975379943
Don Shula,MIA,Defensive,1984,0.0722365975379943,0.1610838770866394
Don Shula,MIA,Defensive,1985,0.1610838770866394,-0.0150210261344909
Don Shula,MIA,Defensive,1986,-0.0150210261344909,0.0888139482021331
Don Shula,MIA,Defensive,1987,0.0888139482021331,0.0294228494167327
Don Shula,MIA,Defensive,1988,0.0294228494167327,0.1354176700115203
Don Shula,MIA,Defensive,1989,0.1354176700115203,0.0967260003089904
Don Shula,MIA,Defensive,1990,0.0967260003089904,0.084276795387268
Don Shula,MIA,Defensive,1991,0.084276795387268,0.0634733438491821
Don Shula,MIA,Defensive,1992,0.0634733438491821,0.1626977622509002
Don Shula,MIA,Defensive,1993,0.1626977622509002,0.0074480772018432
Don Shula,MIA,Defensive,1994,0.0074480772018432,0.1606097221374511
Jimmy Johnson,MIA,Defensive,1996,-0.0591968894004821,0.0733942687511444
Jimmy Johnson,MIA,Defensive,1997,0.0733942687511444,0.0188605785369873
Jimmy Johnson,MIA,Defensive,1998,0.0188605785369873,0.0695025622844696
Joe Philbin,MIA,Offensive,2012,-0.0247434675693511,-0.0121761560440063
Joe Philbin,MIA,Offensive,2013,-0.0121761560440063,0.0153132379055023
Joe Philbin,MIA,Offensive,2014,0.0153132379055023,-0.1912705898284912
Mike McDaniel,MIA,Offensive,2022,0.1837090343475341,0.1084316655158996
Mike McDaniel,MIA,Offensive,2023,0.1084316655158996,0.0588456302642822
Nick Saban,MIA,Defensive,2005,0.0095235109329223,-0.0126404464244842
Tony Sparano,MIA,Offensive,2008,-0.0317926406860351,0.117352157831192
Tony Sparano,MIA,Offensive,2009,0.117352157831192,0.0636844933032989
Tony Sparano,MIA,Offensive,2010,0.0636844933032989,-0.3090373061180115
Brad Childress,MIN,Offensive,2006,-0.2060681581497192,-0.1261966824531555
Brad Childress,MIN,Offensive,2007,-0.1261966824531555,0.0088996291160583
Brad Childress,MIN,Offensive,2008,0.0088996291160583,0.0204465985298156
Brad Childress,MIN,Offensive,2009,0.0204465985298156,-0.1556486904621124
Dennis Green,MIN,Offensive,1992,0.0201984643936157,-0.0668290853500366
Dennis Green,MIN,Offensive,1993,-0.0668290853500366,0.0985252261161804
Dennis Green,MIN,Offensive,1994,0.0985252261161804,-0.0906545519828796
Dennis Green,MIN,Offensive,1995,-0.0906545519828796,0.0124528408050537
Dennis Green,MIN,Offensive,1996,0.0124528408050537,0.139322429895401
Dennis Green,MIN,Offensive,1997,0.139322429895401,0.1962597966194152
Dennis Green,MIN,Offensive,1998,0.1962597966194152,0.0395362973213195
Dennis Green,MIN,Offensive,1999,0.0395362973213195,0.1296905279159546
Dennis Green,MIN,Offensive,2000,0.1296905279159546,-0.0139995162010193
Kevin O'Connell,MIN,Offensive,2022,0.1745051190376282,0.0769011705398559
Kevin O'Connell,MIN,Offensive,2023,0.0769011705398559,0.1093217358589172
Leslie Frazier,MIN,Defensive,2011,-0.1918241083621978,0.042561650276184
Leslie Frazier,MIN,Defensive,2012,0.042561650276184,-0.1184274935245514
Mike Tice,MIN,Offensive,2002,-0.1340978145599365,-0.0616192817687988
Mike Tice,MIN,Offensive,2003,-0.0616192817687988,-0.1174635291099548
Mike Tice,MIN,Offensive,2004,-0.1174635291099548,0.0819769501686096
Mike Zimmer,MIN,Defensive,2014,0.1715748310089111,0.1002244353294372
Mike Zimmer,MIN,Defensive,2015,0.1002244353294372,-0.0907935500144958
Mike Zimmer,MIN,Defensive,2016,-0.0907935500144958,0.2751742005348205
Mike Zimmer,MIN,Defensive,2017,0.2751742005348205,-0.075850597667694
Mike Zimmer,MIN,Defensive,2018,-0.075850597667694,-0.080651581287384
Mike Zimmer,MIN,Defensive,2019,-0.080651581287384,-0.0469418168067932
Mike Zimmer,MIN,Defensive,2020,-0.0469418168067932,-0.1049700469017028
Bum Phillips,NOR,Defensive,1981,-0.0278579294681549,0.0509953075885772
Bum Phillips,NOR,Defensive,1982,0.0509953075885772,0.0480633676052093
Bum Phillips,NOR,Defensive,1983,0.0480633676052093,0.0801986753940582
Bum Phillips,NOR,Defensive,1984,0.0801986753940582,0.0327751095771789
Dennis Allen,NOR,Defensive,2022,0.0771007864952087,-0.0405341893196106
Dennis Allen,NOR,Defensive,2023,-0.0405341893196106,-0.1573556128025054
J.D. Roberts,NOR,Defensive,1970,-0.1834099789619445,-0.139032105588913
J.D. Roberts,NOR,Defensive,1971,-0.139032105588913,-0.0780438615322113
Jim Haslett,NOR,Defensive,2000,-0.0128445625305175,-0.0136803388595581
Jim Haslett,NOR,Defensive,2001,-0.0136803388595581,-0.0862997770309448
Jim Haslett,NOR,Defensive,2002,-0.0862997770309448,-0.1142691373825073
Jim Haslett,NOR,Defensive,2003,-0.1142691373825073,-0.0213212370872497
Jim Haslett,NOR,Defensive,2004,-0.0213212370872497,-0.1764107346534729
Jim Mora Sr,NOR,Defensive,1986,-0.1163767576217651,0.1252760767936707
Jim Mora Sr,NOR,Defensive,1987,0.1252760767936707,0.1220260858535766
Jim Mora Sr,NOR,Defensive,1988,0.1220260858535766,-0.042285680770874
Jim Mora Sr,NOR,Defensive,1989,-0.042285680770874,0.0808187127113342
Jim Mora Sr,NOR,Defensive,1990,0.0808187127113342,0.0490795969963073
Jim Mora Sr,NOR,Defensive,1991,0.0490795969963073,0.0996398329734802
Jim Mora Sr,NOR,Defensive,1992,0.0996398329734802,0.0402339994907379
Jim Mora Sr,NOR,Defensive,1993,0.0402339994907379,-0.0130102336406707
Jim Mora Sr,NOR,Defensive,1994,-0.0130102336406707,-0.1629090905189514
Jim Mora Sr,NOR,Defensive,1995,-0.1629090905189514,-0.0879730880260467
John North,NOR,Offensive,1973,-0.0182276765346527,0.0519633790016174
John North,NOR,Offensive,1974,0.0519633790016174,-0.1835001762390136
Mike Ditka,NOR,Offensive,1997,0.0889953076839447,-0.0456927418708801
Mike Ditka,NOR,Offensive,1998,-0.0456927418708801,-0.1150554120540618
Sean Payton,NOR,Offensive,2006,0.0648858547210693,-0.0722398161888122
Sean Payton,NOR,Offensive,2007,-0.0722398161888122,0.0044626593589782
Sean Payton,NOR,Offensive,2008,0.0044626593589782,0.0654534697532653
Sean Payton,NOR,Offensive,2009,0.0654534697532653,0.0965650677680969
Sean Payton,NOR,Offensive,2010,0.0965650677680969,0.2369664907455444
Sean Payton,NOR,Offensive,2013,0.1606042981147766,-0.1174752712249755
Sean Payton,NOR,Offensive,2014,-0.1174752712249755,-0.063775897026062
Sean Payton,NOR,Offensive,2015,-0.063775897026062,0.0016864240169525
Sean Payton,NOR,Offensive,2016,0.0016864240169525,0.0932233929634094
Sean Payton,NOR,Offensive,2017,0.0932233929634094,0.1499697566032409
Sean Payton,NOR,Offensive,2018,0.1499697566032409,0.1777542233467102
Sean Payton,NOR,Offensive,2019,0.1777542233467102,0.0987064242362976
Sean Payton,NOR,Offensive,2020,0.0987064242362976,0.1176837176322936
Bill Belichick,NWE,Defensive,2000,0.0171900987625122,0.0269582271575927
Bill Belichick,NWE,Defensive,2001,0.0269582271575927,0.0364333391189575
Bill Belichick,NWE,Defensive,2002,0.0364333391189575,0.1132059693336486
Bill Belichick,NWE,Defensive,2003,0.1132059693336486,0.1508296132087707
Bill Belichick,NWE,Defensive,2004,0.1508296132087707,0.1911598145961761
Bill Belichick,NWE,Defensive,2005,0.1911598145961761,0.1176570057868957
Bill Belichick,NWE,Defensive,2006,0.1176570057868957,0.169792354106903
Bill Belichick,NWE,Defensive,2007,0.169792354106903,0.133044421672821
Bill Belichick,NWE,Defensive,2008,0.133044421672821,-0.0101745724678039
Bill Belichick,NWE,Defensive,2009,-0.0101745724678039,0.1797284483909607
Bill Belichick,NWE,Defensive,2010,0.1797284483909607,0.1002315878868103
Bill Belichick,NWE,Defensive,2011,0.1002315878868103,0.0378903746604919
Bill Belichick,NWE,Defensive,2012,0.0378903746604919,0.2255223989486694
Bill Belichick,NWE,Defensive,2013,0.2255223989486694,0.045179545879364
Bill Belichick,NWE,Defensive,2014,0.045179545879364,0.210511565208435
Bill Belichick,NWE,Defensive,2015,0.210511565208435,0.1816545724868774
Bill Belichick,NWE,Defensive,2016,0.1816545724868774,0.2268134951591491
Bill Belichick,NWE,Defensive,2017,0.2268134951591491,-0.0389080047607421
Bill Belichick,NWE,Defensive,2018,-0.0389080047607421,0.0476777553558349
Bill Belichick,NWE,Defensive,2019,0.0476777553558349,-0.0370272397994995
Bill Belichick,NWE,Defensive,2020,-0.0370272397994995,-0.0561778872489929
Bill Belichick,NWE,Defensive,2021,-0.0561778872489929,-0.0299729794502258
Bill Belichick,NWE,Defensive,2022,-0.0299729794502258,-0.0262017592906951
Bill Parcells,NWE,Defensive,1993,0.0279900729656219,0.2002191841602325
Bill Parcells,NWE,Defensive,1994,0.2002191841602325,-0.0228897035121917
Bill Parcells,NWE,Defensive,1995,-0.0228897035121917,0.0418638586997985
Dick MacPherson,NWE,Defensive,1991,0.0595016479492187,-0.1317449212074279
Pete Carroll,NWE,Defensive,1997,-0.0122075676918029,-0.065852403640747
Pete Carroll,NWE,Defensive,1998,-0.065852403640747,-0.0636975765228271
Raymond Berry,NWE,Offensive,1985,0.0646436214447021,0.0364409089088439
Raymond Berry,NWE,Offensive,1986,0.0364409089088439,0.0824564273834228
Raymond Berry,NWE,Offensive,1987,0.0824564273834228,0.1487916707992553
Raymond Berry,NWE,Offensive,1988,0.1487916707992553,-0.0103966891765594
Ron Erhardt,NWE,Offensive,1979,0.0403113961219787,-0.0061337947845458
Ron Erhardt,NWE,Offensive,1980,-0.0061337947845458,-0.2062842845916748
Alex Webster,NYG,Offensive,1970,0.0176659921646118,0.0591786421060562
Alex Webster,NYG,Offensive,1971,0.0591786421060562,-0.0821289883613586
Alex Webster,NYG,Offensive,1972,-0.0821289883613586,-0.1002783609867095
Ben McAdoo,NYG,Offensive,2016,0.0656605958938598,-0.1874935384273529
Bill Arnsparger,NYG,Defensive,1974,-0.0724337746858596,-0.0028690794944763
Bill Arnsparger,NYG,Defensive,1975,-0.0028690794944763,-0.206483781337738
Bill Parcells,NYG,Defensive,1983,-0.0497256898403167,0.111556589603424
Bill Parcells,NYG,Defensive,1984,0.111556589603424,0.0144362449645996
Bill Parcells,NYG,Defensive,1985,0.0144362449645996,0.2542561292648315
Bill Parcells,NYG,Defensive,1986,0.2542561292648315,0.0576508581638336
Bill Parcells,NYG,Defensive,1987,0.0576508581638336,0.0761827230453491
Bill Parcells,NYG,Defensive,1988,0.0761827230453491,0.1653832197189331
Bill Parcells,NYG,Defensive,1989,0.1653832197189331,0.1605408191680908
Brian Daboll,NYG,Offensive,2022,0.101887750673294,-0.062217472410202
Brian Daboll,NYG,Offensive,2023,-0.062217472410202,-0.1010978446006775
Dan Reeves,NYG,Offensive,1993,0.0502175092697143,0.1172552406787872
Dan Reeves,NYG,Offensive,1994,0.1172552406787872,-0.2137841582298278
Dan Reeves,NYG,Offensive,1995,-0.2137841582298278,-0.123677521944046
Jim Fassel,NYG,Offensive,1997,-0.0332328594207763,-0.0956895947456359
Jim Fassel,NYG,Offensive,1998,-0.0956895947456359,-0.04244926571846
Jim Fassel,NYG,Offensive,1999,-0.04244926571846,0.0199664831161499
Jim Fassel,NYG,Offensive,2000,0.0199664831161499,-0.1006261706352233
Jim Fassel,NYG,Offensive,2001,-0.1006261706352233,0.0789613723754882
Jim Fassel,NYG,Offensive,2002,0.0789613723754882,-0.1396108865737915
Joe Judge,NYG,Offensive,2020,-0.1303560733795166,-0.0515894934654235
Pat Shurmur,NYG,Offensive,2018,-0.2592793703079223,-0.0935799181461334
Ray Perkins,NYG,Offensive,1979,-0.0435433685779571,0.0014401525259017
Ray Perkins,NYG,Offensive,1980,0.0014401525259017,0.1404978036880493
Ray Perkins,NYG,Offensive,1981,0.1404978036880493,-0.0798335200309753
Tom Coughlin,NYG,Offensive,2004,-0.0134011507034301,0.0751449465751648
Tom Coughlin,NYG,Offensive,2005,0.0751449465751648,-0.0163264870643615
Tom Coughlin,NYG,Offensive,2006,-0.0163264870643615,0.1486395895481109
Tom Coughlin,NYG,Offensive,2007,0.1486395895481109,0.0189461112022399
Tom Coughlin,NYG,Offensive,2008,0.0189461112022399,0.0647136270999908
Tom Coughlin,NYG,Offensive,2009,0.0647136270999908,0.0918466448783874
Tom Coughlin,NYG,Offensive,2010,0.0918466448783874,-0.1069154143333435
Tom Coughlin,NYG,Offensive,2011,-0.1069154143333435,-0.0646170973777771
Tom Coughlin,NYG,Offensive,2012,-0.0646170973777771,0.0050347745418548
Tom Coughlin,NYG,Offensive,2013,0.0050347745418548,-0.122661143541336
Tom Coughlin,NYG,Offensive,2014,-0.122661143541336,-0.1059438586235046
Adam Gase,NYJ,Offensive,2019,0.1415409445762634,-0.1016085296869278
Bill Parcells,NYJ,Defensive,1997,0.0913683772087097,0.0720775127410888
Bill Parcells,NYJ,Defensive,1998,0.0720775127410888,0.0182879865169525
Bruce Coslet,NYJ,Offensive,1990,-0.2022216320037841,-0.1116394996643066
Bruce Coslet,NYJ,Offensive,1991,-0.1116394996643066,-0.1149232685565948
Bruce Coslet,NYJ,Offensive,1992,-0.1149232685565948,-0.0432012677192688
Charley Winner,NYJ,Defensive,1974,0.1459905207157135,-0.0721713963031768
Eric Mangini,NYJ,Defensive,2006,0.0392351150512695,-0.1295243203639984
Eric Mangini,NYJ,Defensive,2007,-0.1295243203639984,0.0229235291481018
Joe Walton,NYJ,Offensive,1983,-0.0282921493053436,0.0294288098812103
Joe Walton,NYJ,Offensive,1984,0.0294288098812103,-0.0049414634704589
Joe Walton,NYJ,Offensive,1985,-0.0049414634704589,0.1043231487274169
Joe Walton,NYJ,Offensive,1986,0.1043231487274169,-0.1069859027862548
Joe Walton,NYJ,Offensive,1987,-0.1069859027862548,-0.1215899503707885
Joe Walton,NYJ,Offensive,1988,-0.1215899503707885,-0.0296083688735961
Rex Ryan,NYJ,Defensive,2009,0.0164301395416259,0.1468965411186218
Rex Ryan,NYJ,Defensive,2010,0.1468965411186218,-0.1607298254966735
Rex Ryan,NYJ,Defensive,2011,-0.1607298254966735,-0.0691261291503906
Rex Ryan,NYJ,Defensive,2012,-0.0691261291503906,0.1722435653209686
Rex Ryan,NYJ,Defensive,2013,0.1722435653209686,-0.1138266026973724
Rich Kotite,NYJ,Offensive,1995,-0.0509889274835586,-0.1834418326616287
Robert Saleh,NYJ,Defensive,2021,0.0425585761547088,0.0354414611339569
Robert Saleh,NYJ,Defensive,2022,0.0354414611339569,-0.0160876185417175
Robert Saleh,NYJ,Defensive,2023,-0.0160876185417175,-0.051528251171112
Todd Bowles,NYJ,Defensive,2015,-0.0284339785575866,0.0705074369907379
Todd Bowles,NYJ,Defensive,2016,0.0705074369907379,-0.0845947563648223
Todd Bowles,NYJ,Defensive,2017,-0.0845947563648223,-0.0178534090518951
Walt Michaels,NYJ,Defensive,1977,-0.0271693236351013,0.1365903913974762
Walt Michaels,NYJ,Defensive,1978,0.1365903913974762,0.1364616155624389
Walt Michaels,NYJ,Defensive,1979,0.1364616155624389,-0.0659343898296356
Walt Michaels,NYJ,Defensive,1980,-0.0659343898296356,-0.0255691922187805
Walt Michaels,NYJ,Defensive,1981,-0.0255691922187805,-0.0571978743553162
Weeb Ewbank,NYJ,Offensive,1970,-0.1948222451686859,0.0716420577526092
