Coach,Team,Year_N,Year_N_Actual_Win_Pct,Year_N_Plus_1_Actual_Win_Pct
Don Shula,MIA,1973,0.8571,0.7857
Don Shula,MIA,1974,0.7857,0.7143
Don Shula,MIA,1975,0.7143,0.4286
Don Shula,MIA,1976,0.4286,0.7143
Don Shula,MIA,1977,0.7143,0.6875
Don Shula,MIA,1978,0.6875,0.625
Don Shula,MIA,1979,0.625,0.5
Don Shula,MIA,1980,0.5,0.7188
Don Shula,MIA,1981,0.7188,0.7778
Don Shula,MIA,1982,0.7778,0.75
Don Shula,MIA,1983,0.75,0.875
Don Shula,MIA,1984,0.875,0.75
Don Shula,MIA,1985,0.75,0.5
Don Shula,MIA,1986,0.5,0.5333
Don Shula,MIA,1987,0.5333,0.375
Don Shula,MIA,1988,0.375,0.5
Don Shula,MIA,1989,0.5,0.75
Don Shula,MIA,1990,0.75,0.5
Don Shula,MIA,1991,0.5,0.6875
Don Shula,MIA,1992,0.6875,0.5625
Don Shula,MIA,1993,0.5625,0.625
Don Shula,MIA,1994,0.625,0.5625
Jimmy Johnson,MIA,1996,0.5,0.5625
Jimmy Johnson,MIA,1997,0.5625,0.625
Jimmy Johnson,MIA,1998,0.625,0.5625
Joe Philbin,MIA,2012,0.4375,0.5
Joe Philbin,MIA,2013,0.5,0.5
Joe Philbin,MIA,2014,0.5,0.375
Mike McDaniel,MIA,2022,0.5294,0.6471
Mike McDaniel,MIA,2023,0.6471,0.4706
Nick Saban,MIA,2005,0.5625,0.375
Tony Sparano,MIA,2008,0.6875,0.4375
Tony Sparano,MIA,2009,0.4375,0.4375
Tony Sparano,MIA,2010,0.4375,0.375
Brad Childress,MIN,2006,0.375,0.5
Brad Childress,MIN,2007,0.5,0.625
Brad Childress,MIN,2008,0.625,0.75
Brad Childress,MIN,2009,0.75,0.375
Bud Grant,MIN,1970,0.8571,0.7857
Bud Grant,MIN,1971,0.7857,0.5
Bud Grant,MIN,1972,0.5,0.8571
Bud Grant,MIN,1973,0.8571,0.7143
Bud Grant,MIN,1974,0.7143,0.8571
Bud Grant,MIN,1975,0.8571,0.8214
Bud Grant,MIN,1976,0.8214,0.6429
Bud Grant,MIN,1977,0.6429,0.5312
Bud Grant,MIN,1978,0.5312,0.4375
Bud Grant,MIN,1979,0.4375,0.5625
Bud Grant,MIN,1980,0.5625,0.4375
Bud Grant,MIN,1981,0.4375,0.5556
Bud Grant,MIN,1982,0.5556,0.5
Dennis Green,MIN,1992,0.6875,0.5625
Dennis Green,MIN,1993,0.5625,0.625
Dennis Green,MIN,1994,0.625,0.5
Dennis Green,MIN,1995,0.5,0.5625
Dennis Green,MIN,1996,0.5625,0.5625
Dennis Green,MIN,1997,0.5625,0.9375
Dennis Green,MIN,1998,0.9375,0.625
Dennis Green,MIN,1999,0.625,0.6875
Dennis Green,MIN,2000,0.6875,0.3125
Jerry Burns,MIN,1986,0.5625,0.5333
Jerry Burns,MIN,1987,0.5333,0.6875
Jerry Burns,MIN,1988,0.6875,0.625
Jerry Burns,MIN,1989,0.625,0.375
Jerry Burns,MIN,1990,0.375,0.5
Kevin O'Connell,MIN,2022,0.7647,0.4118
Kevin O'Connell,MIN,2023,0.4118,0.8235
Leslie Frazier,MIN,2011,0.1875,0.625
Leslie Frazier,MIN,2012,0.625,0.3438
Mike Tice,MIN,2002,0.375,0.5625
Mike Tice,MIN,2003,0.5625,0.5
Mike Tice,MIN,2004,0.5,0.5625
Mike Zimmer,MIN,2014,0.4375,0.6875
Mike Zimmer,MIN,2015,0.6875,0.5
Mike Zimmer,MIN,2016,0.5,0.8125
Mike Zimmer,MIN,2017,0.8125,0.5312
Mike Zimmer,MIN,2018,0.5312,0.625
Mike Zimmer,MIN,2019,0.625,0.4375
Mike Zimmer,MIN,2020,0.4375,0.4706
Bum Phillips,NOR,1981,0.25,0.4444
Bum Phillips,NOR,1982,0.4444,0.5
Bum Phillips,NOR,1983,0.5,0.4375
Bum Phillips,NOR,1984,0.4375,0.3125
Dennis Allen,NOR,2022,0.4118,0.5294
Dennis Allen,NOR,2023,0.5294,0.2941
Dick Nolan,NOR,1978,0.4375,0.5
Dick Nolan,NOR,1979,0.5,0.0625
Hank Stram,NOR,1976,0.2857,0.2143
J.D. Roberts,NOR,1970,0.1786,0.3571
J.D. Roberts,NOR,1971,0.3571,0.1786
Jim Haslett,NOR,2000,0.625,0.4375
Jim Haslett,NOR,2001,0.4375,0.5625
Jim Haslett,NOR,2002,0.5625,0.5
Jim Haslett,NOR,2003,0.5,0.5
Jim Haslett,NOR,2004,0.5,0.1875
Jim Mora Sr,NOR,1986,0.4375,0.8
Jim Mora Sr,NOR,1987,0.8,0.625
Jim Mora Sr,NOR,1988,0.625,0.5625
Jim Mora Sr,NOR,1989,0.5625,0.5
Jim Mora Sr,NOR,1990,0.5,0.6875
Jim Mora Sr,NOR,1991,0.6875,0.75
Jim Mora Sr,NOR,1992,0.75,0.5
Jim Mora Sr,NOR,1993,0.5,0.4375
Jim Mora Sr,NOR,1994,0.4375,0.4375
Jim Mora Sr,NOR,1995,0.4375,0.1875
John North,NOR,1973,0.3571,0.3571
John North,NOR,1974,0.3571,0.1429
Mike Ditka,NOR,1997,0.375,0.375
Mike Ditka,NOR,1998,0.375,0.1875
Sean Payton,NOR,2006,0.625,0.4375
Sean Payton,NOR,2007,0.4375,0.5
Sean Payton,NOR,2008,0.5,0.8125
Sean Payton,NOR,2009,0.8125,0.6875
Sean Payton,NOR,2010,0.6875,0.8125
Sean Payton,NOR,2013,0.6875,0.4375
Sean Payton,NOR,2014,0.4375,0.4375
Sean Payton,NOR,2015,0.4375,0.4375
Sean Payton,NOR,2016,0.4375,0.6875
Sean Payton,NOR,2017,0.6875,0.8125
Sean Payton,NOR,2018,0.8125,0.8125
Sean Payton,NOR,2019,0.8125,0.75
Sean Payton,NOR,2020,0.75,0.5294
Bill Belichick,NWE,2000,0.3125,0.6875
Bill Belichick,NWE,2001,0.6875,0.5625
Bill Belichick,NWE,2002,0.5625,0.875
Bill Belichick,NWE,2003,0.875,0.875
Bill Belichick,NWE,2004,0.875,0.625
Bill Belichick,NWE,2005,0.625,0.75
Bill Belichick,NWE,2006,0.75,1.0
Bill Belichick,NWE,2007,1.0,0.6875
Bill Belichick,NWE,2008,0.6875,0.625
Bill Belichick,NWE,2009,0.625,0.875
Bill Belichick,NWE,2010,0.875,0.8125
Bill Belichick,NWE,2011,0.8125,0.75
Bill Belichick,NWE,2012,0.75,0.75
Bill Belichick,NWE,2013,0.75,0.75
Bill Belichick,NWE,2014,0.75,0.75
Bill Belichick,NWE,2015,0.75,0.875
Bill Belichick,NWE,2016,0.875,0.8125
Bill Belichick,NWE,2017,0.8125,0.6875
Bill Belichick,NWE,2018,0.6875,0.75
Bill Belichick,NWE,2019,0.75,0.4375
Bill Belichick,NWE,2020,0.4375,0.5882
Bill Belichick,NWE,2021,0.5882,0.4706
Bill Belichick,NWE,2022,0.4706,0.2353
Bill Parcells,NWE,1993,0.3125,0.625
Bill Parcells,NWE,1994,0.625,0.375
Bill Parcells,NWE,1995,0.375,0.6875
Chuck Fairbanks,NWE,1973,0.3571,0.5
Chuck Fairbanks,NWE,1974,0.5,0.2143
Chuck Fairbanks,NWE,1975,0.2143,0.7857
Chuck Fairbanks,NWE,1976,0.7857,0.6429
Chuck Fairbanks,NWE,1977,0.6429,0.6875
Dick MacPherson,NWE,1991,0.375,0.125
John Mazur,NWE,1971,0.4286,0.2143
Pete Carroll,NWE,1997,0.625,0.5625
Pete Carroll,NWE,1998,0.5625,0.5
Raymond Berry,NWE,1985,0.6875,0.6875
Raymond Berry,NWE,1986,0.6875,0.5333
Raymond Berry,NWE,1987,0.5333,0.5625
Raymond Berry,NWE,1988,0.5625,0.3125
Ron Erhardt,NWE,1979,0.5625,0.625
Ron Erhardt,NWE,1980,0.625,0.125
Ron Meyer,NWE,1982,0.5556,0.5
Ron Meyer,NWE,1983,0.5,0.5625
Alex Webster,NYG,1970,0.6429,0.2857
Alex Webster,NYG,1971,0.2857,0.5714
Alex Webster,NYG,1972,0.5714,0.1786
Ben McAdoo,NYG,2016,0.6875,0.1875
Bill Arnsparger,NYG,1974,0.1429,0.3571
Bill Parcells,NYG,1983,0.2188,0.5625
Bill Parcells,NYG,1984,0.5625,0.625
Bill Parcells,NYG,1985,0.625,0.875
Bill Parcells,NYG,1986,0.875,0.4
Bill Parcells,NYG,1987,0.4,0.625
Bill Parcells,NYG,1988,0.625,0.75
Bill Parcells,NYG,1989,0.75,0.8125
Brian Daboll,NYG,2022,0.5588,0.3529
Brian Daboll,NYG,2023,0.3529,0.1765
Dan Reeves,NYG,1993,0.6875,0.5625
Dan Reeves,NYG,1994,0.5625,0.3125
Dan Reeves,NYG,1995,0.3125,0.375
Jim Fassel,NYG,1997,0.6562,0.5
Jim Fassel,NYG,1998,0.5,0.4375
Jim Fassel,NYG,1999,0.4375,0.75
Jim Fassel,NYG,2000,0.75,0.4375
Jim Fassel,NYG,2001,0.4375,0.625
Jim Fassel,NYG,2002,0.625,0.25
Joe Judge,NYG,2020,0.375,0.2353
John McVay,NYG,1976,0.2143,0.3571
John McVay,NYG,1977,0.3571,0.375
Pat Shurmur,NYG,2018,0.3125,0.25
Ray Handley,NYG,1991,0.5,0.375
Ray Perkins,NYG,1979,0.375,0.25
Ray Perkins,NYG,1980,0.25,0.5625
Ray Perkins,NYG,1981,0.5625,0.4444
Tom Coughlin,NYG,2004,0.375,0.6875
Tom Coughlin,NYG,2005,0.6875,0.5
Tom Coughlin,NYG,2006,0.5,0.625
Tom Coughlin,NYG,2007,0.625,0.75
Tom Coughlin,NYG,2008,0.75,0.5
Tom Coughlin,NYG,2009,0.5,0.625
Tom Coughlin,NYG,2010,0.625,0.5625
Tom Coughlin,NYG,2011,0.5625,0.5625
Tom Coughlin,NYG,2012,0.5625,0.4375
Tom Coughlin,NYG,2013,0.4375,0.375
Tom Coughlin,NYG,2014,0.375,0.375
Adam Gase,NYJ,2019,0.4375,0.125
Bill Parcells,NYJ,1997,0.5625,0.75
Bill Parcells,NYJ,1998,0.75,0.5
Bruce Coslet,NYJ,1990,0.375,0.5
Bruce Coslet,NYJ,1991,0.5,0.25
Bruce Coslet,NYJ,1992,0.25,0.5
Charley Winner,NYJ,1974,0.5,0.2143
Eric Mangini,NYJ,2006,0.625,0.25
Eric Mangini,NYJ,2007,0.25,0.5625
Herm Edwards,NYJ,2001,0.625,0.5625
Herm Edwards,NYJ,2002,0.5625,0.375
Herm Edwards,NYJ,2003,0.375,0.625
Herm Edwards,NYJ,2004,0.625,0.25
Joe Walton,NYJ,1983,0.4375,0.4375
Joe Walton,NYJ,1984,0.4375,0.6875
Joe Walton,NYJ,1985,0.6875,0.625
Joe Walton,NYJ,1986,0.625,0.4
Joe Walton,NYJ,1987,0.4,0.5312
Joe Walton,NYJ,1988,0.5312,0.25
Rex Ryan,NYJ,2009,0.5625,0.6875
Rex Ryan,NYJ,2010,0.6875,0.5
Rex Ryan,NYJ,2011,0.5,0.375
Rex Ryan,NYJ,2012,0.375,0.5
Rex Ryan,NYJ,2013,0.5,0.25
Rich Kotite,NYJ,1995,0.1875,0.0625
Robert Saleh,NYJ,2021,0.2353,0.4118
Robert Saleh,NYJ,2022,0.4118,0.4118
Robert Saleh,NYJ,2023,0.4118,0.2941
Todd Bowles,NYJ,2015,0.625,0.3125
Todd Bowles,NYJ,2016,0.3125,0.3125
Todd Bowles,NYJ,2017,0.3125,0.25
Walt Michaels,NYJ,1977,0.2143,0.5
Walt Michaels,NYJ,1978,0.5,0.5
Walt Michaels,NYJ,1979,0.5,0.25
Walt Michaels,NYJ,1980,0.25,0.6562
Walt Michaels,NYJ,1981,0.6562,0.6667
Weeb Ewbank,NYJ,1970,0.2857,0.4286
Weeb Ewbank,NYJ,1971,0.4286,0.5
Weeb Ewbank,NYJ,1972,0.5,0.2857
Bill Peterson,OTI,1972,0.0714,0.0714
Bum Phillips,OTI,1975,0.7143,0.3571
Bum Phillips,OTI,1976,0.3571,0.5714
Bum Phillips,OTI,1977,0.5714,0.625
Bum Phillips,OTI,1978,0.625,0.6875
Bum Phillips,OTI,1979,0.6875,0.6875
Ed Biles,OTI,1981,0.4375,0.1111
Ed Biles,OTI,1982,0.1111,0.125
Hugh Campbell,OTI,1984,0.1875,0.3125
Jack Pardee,OTI,1990,0.5625,0.6875
Jack Pardee,OTI,1991,0.6875,0.625
Jack Pardee,OTI,1992,0.625,0.75
Jack Pardee,OTI,1993,0.75,0.125
Jeff Fisher,OTI,1995,0.4375,0.5
Jeff Fisher,OTI,1996,0.5,0.5
Jeff Fisher,OTI,1997,0.5,0.5
Jeff Fisher,OTI,1998,0.5,0.8125
Jeff Fisher,OTI,1999,0.8125,0.8125
Jeff Fisher,OTI,2000,0.8125,0.4375
Jeff Fisher,OTI,2001,0.4375,0.6875
Jeff Fisher,OTI,2002,0.6875,0.75
Jeff Fisher,OTI,2003,0.75,0.3125
Jeff Fisher,OTI,2004,0.3125,0.25
Jeff Fisher,OTI,2005,0.25,0.5
Jeff Fisher,OTI,2006,0.5,0.625
Jeff Fisher,OTI,2007,0.625,0.8125
Jeff Fisher,OTI,2008,0.8125,0.5
Jeff Fisher,OTI,2009,0.5,0.375
Jerry Glanville,OTI,1986,0.3125,0.6
Jerry Glanville,OTI,1987,0.6,0.625
Jerry Glanville,OTI,1988,0.625,0.5625
Ken Whisenhunt,OTI,2014,0.125,0.1875
Mike Mularkey,OTI,2016,0.5625,0.5625
Mike Munchak,OTI,2011,0.5625,0.375
Mike Munchak,OTI,2012,0.375,0.4375
Mike Vrabel,OTI,2018,0.5625,0.5625
Mike Vrabel,OTI,2019,0.5625,0.6875
Mike Vrabel,OTI,2020,0.6875,0.7059
Mike Vrabel,OTI,2021,0.7059,0.4118
Mike Vrabel,OTI,2022,0.4118,0.3529
Andy Reid,PHI,1999,0.3125,0.6875
Andy Reid,PHI,2000,0.6875,0.6875
Andy Reid,PHI,2001,0.6875,0.75
Andy Reid,PHI,2002,0.75,0.75
Andy Reid,PHI,2003,0.75,0.8125
Andy Reid,PHI,2004,0.8125,0.375
Andy Reid,PHI,2005,0.375,0.625
Andy Reid,PHI,2006,0.625,0.5
Andy Reid,PHI,2007,0.5,0.5938
Andy Reid,PHI,2008,0.5938,0.6875
Andy Reid,PHI,2009,0.6875,0.625
Andy Reid,PHI,2010,0.625,0.5
Andy Reid,PHI,2011,0.5,0.25
Buddy Ryan,PHI,1986,0.3438,0.4667
Buddy Ryan,PHI,1987,0.4667,0.625
Buddy Ryan,PHI,1988,0.625,0.6875
Buddy Ryan,PHI,1989,0.6875,0.625
Chip Kelly,PHI,2013,0.625,0.625
Chip Kelly,PHI,2014,0.625,0.4375
Dick Vermeil,PHI,1976,0.2857,0.3571
Dick Vermeil,PHI,1977,0.3571,0.5625
Dick Vermeil,PHI,1978,0.5625,0.6875
Dick Vermeil,PHI,1979,0.6875,0.75
Dick Vermeil,PHI,1980,0.75,0.625
Dick Vermeil,PHI,1981,0.625,0.3333
Doug Pederson,PHI,2016,0.4375,0.8125
Doug Pederson,PHI,2017,0.8125,0.5625
Doug Pederson,PHI,2018,0.5625,0.5625
Doug Pederson,PHI,2019,0.5625,0.2812
Jerry Williams,PHI,1970,0.25,0.4643
Marion Campbell,PHI,1983,0.3125,0.4062
Marion Campbell,PHI,1984,0.4062,0.4375
Mike McCormack,PHI,1973,0.3929,0.5
Mike McCormack,PHI,1974,0.5,0.2857
Nick Sirianni,PHI,2021,0.5294,0.8235
Nick Sirianni,PHI,2022,0.8235,0.6471
Nick Sirianni,PHI,2023,0.6471,0.8235
Ray Rhodes,PHI,1995,0.625,0.625
Ray Rhodes,PHI,1996,0.625,0.4062
Ray Rhodes,PHI,1997,0.4062,0.1875
Rich Kotite,PHI,1991,0.625,0.6875
Rich Kotite,PHI,1992,0.6875,0.5
Rich Kotite,PHI,1993,0.5,0.4375
Bill Cowher,PIT,1992,0.6875,0.5625
Bill Cowher,PIT,1993,0.5625,0.75
Bill Cowher,PIT,1994,0.75,0.6875
Bill Cowher,PIT,1995,0.6875,0.625
Bill Cowher,PIT,1996,0.625,0.6875
Bill Cowher,PIT,1997,0.6875,0.4375
Bill Cowher,PIT,1998,0.4375,0.375
Bill Cowher,PIT,1999,0.375,0.5625
Bill Cowher,PIT,2000,0.5625,0.8125
Bill Cowher,PIT,2001,0.8125,0.6562
Bill Cowher,PIT,2002,0.6562,0.375
Bill Cowher,PIT,2003,0.375,0.9375
Bill Cowher,PIT,2004,0.9375,0.6875
Bill Cowher,PIT,2005,0.6875,0.5
Chuck Noll,PIT,1970,0.3571,0.4286
Chuck Noll,PIT,1971,0.4286,0.7857
Chuck Noll,PIT,1972,0.7857,0.7143
Chuck Noll,PIT,1973,0.7143,0.75
Chuck Noll,PIT,1974,0.75,0.8571
Chuck Noll,PIT,1975,0.8571,0.7143
Chuck Noll,PIT,1976,0.7143,0.6429
Chuck Noll,PIT,1977,0.6429,0.875
Chuck Noll,PIT,1978,0.875,0.75
Chuck Noll,PIT,1979,0.75,0.5625
Chuck Noll,PIT,1980,0.5625,0.5
Chuck Noll,PIT,1981,0.5,0.6667
Chuck Noll,PIT,1982,0.6667,0.625
Chuck Noll,PIT,1983,0.625,0.5625
Chuck Noll,PIT,1984,0.5625,0.4375
Chuck Noll,PIT,1985,0.4375,0.375
Chuck Noll,PIT,1986,0.375,0.5333
Chuck Noll,PIT,1987,0.5333,0.3125
Chuck Noll,PIT,1988,0.3125,0.5625
Chuck Noll,PIT,1989,0.5625,0.5625
Chuck Noll,PIT,1990,0.5625,0.4375
Mike Tomlin,PIT,2007,0.625,0.75
Mike Tomlin,PIT,2008,0.75,0.5625
Mike Tomlin,PIT,2009,0.5625,0.75
Mike Tomlin,PIT,2010,0.75,0.75
Mike Tomlin,PIT,2011,0.75,0.5
Mike Tomlin,PIT,2012,0.5,0.5
Mike Tomlin,PIT,2013,0.5,0.6875
Mike Tomlin,PIT,2014,0.6875,0.625
Mike Tomlin,PIT,2015,0.625,0.6875
Mike Tomlin,PIT,2016,0.6875,0.8125
Mike Tomlin,PIT,2017,0.8125,0.5938
Mike Tomlin,PIT,2018,0.5938,0.5
Mike Tomlin,PIT,2019,0.5,0.75
Mike Tomlin,PIT,2020,0.75,0.5588
Mike Tomlin,PIT,2021,0.5588,0.5294
Mike Tomlin,PIT,2022,0.5294,0.5882
Mike Tomlin,PIT,2023,0.5882,0.5882
Art Shell,RAI,1990,0.75,0.5625
Art Shell,RAI,1991,0.5625,0.4375
Art Shell,RAI,1992,0.4375,0.625
Art Shell,RAI,1993,0.625,0.5625
Bill Callahan,RAI,2002,0.6875,0.25
Dennis Allen,RAI,2012,0.25,0.25
Dennis Allen,RAI,2013,0.25,0.1875
Jack Del Rio,RAI,2015,0.4375,0.75
Jack Del Rio,RAI,2016,0.75,0.375
John Madden,RAI,1970,0.6429,0.6429
John Madden,RAI,1971,0.6429,0.75
John Madden,RAI,1972,0.75,0.6786
John Madden,RAI,1973,0.6786,0.8571
John Madden,RAI,1974,0.8571,0.7857
John Madden,RAI,1975,0.7857,0.9286
John Madden,RAI,1976,0.9286,0.7857
John Madden,RAI,1977,0.7857,0.5625
Jon Gruden,RAI,1998,0.5,0.5
Jon Gruden,RAI,1999,0.5,0.75
Jon Gruden,RAI,2000,0.75,0.625
Jon Gruden,RAI,2018,0.25,0.4375
Jon Gruden,RAI,2019,0.4375,0.5
Jon Gruden,RAI,2020,0.5,0.5882
Josh McDaniels,RAI,2022,0.3529,0.4706
Lane Kiffin,RAI,2007,0.25,0.3125
Mike Shanahan,RAI,1988,0.4375,0.5
Mike White,RAI,1995,0.5,0.4375
Norv Turner,RAI,2004,0.3125,0.25
Tom Cable,RAI,2009,0.3125,0.5
Tom Flores,RAI,1979,0.5625,0.6875
Tom Flores,RAI,1980,0.6875,0.4375
Tom Flores,RAI,1981,0.4375,0.8889
Tom Flores,RAI,1982,0.8889,0.75
Tom Flores,RAI,1983,0.75,0.6875
Tom Flores,RAI,1984,0.6875,0.75
Tom Flores,RAI,1985,0.75,0.5
Tom Flores,RAI,1986,0.5,0.3333
Chuck Knox,RAM,1973,0.8571,0.7143
Chuck Knox,RAM,1974,0.7143,0.8571
Chuck Knox,RAM,1975,0.8571,0.75
Chuck Knox,RAM,1976,0.75,0.7143
Chuck Knox,RAM,1992,0.375,0.3125
Chuck Knox,RAM,1993,0.3125,0.25
Dick Vermeil,RAM,1997,0.3125,0.25
Dick Vermeil,RAM,1998,0.25,0.8125
Jeff Fisher,RAM,2012,0.4688,0.4375
Jeff Fisher,RAM,2013,0.4375,0.375
Jeff Fisher,RAM,2014,0.375,0.4375
Jeff Fisher,RAM,2015,0.4375,0.25
John Robinson,RAM,1983,0.5625,0.625
John Robinson,RAM,1984,0.625,0.6875
John Robinson,RAM,1985,0.6875,0.625
John Robinson,RAM,1986,0.625,0.4
John Robinson,RAM,1987,0.4,0.625
John Robinson,RAM,1988,0.625,0.6875
John Robinson,RAM,1989,0.6875,0.3125
John Robinson,RAM,1990,0.3125,0.1875
Mike Martz,RAM,2000,0.625,0.875
Mike Martz,RAM,2001,0.875,0.4375
Mike Martz,RAM,2002,0.4375,0.75
Mike Martz,RAM,2003,0.75,0.5
Mike Martz,RAM,2004,0.5,0.375
Ray Malavasi,RAM,1978,0.75,0.5625
Ray Malavasi,RAM,1979,0.5625,0.6875
Ray Malavasi,RAM,1980,0.6875,0.375
Ray Malavasi,RAM,1981,0.375,0.2222
Rich Brooks,RAM,1995,0.4375,0.375
Scott Linehan,RAM,2006,0.5,0.1875
Scott Linehan,RAM,2007,0.1875,0.125
Sean McVay,RAM,2017,0.6875,0.8125
Sean McVay,RAM,2018,0.8125,0.5625
Sean McVay,RAM,2019,0.5625,0.625
Sean McVay,RAM,2020,0.625,0.7059
Sean McVay,RAM,2021,0.7059,0.2941
Sean McVay,RAM,2022,0.2941,0.5882
Sean McVay,RAM,2023,0.5882,0.5882
Steve Spagnuolo,RAM,2009,0.0625,0.4375
Steve Spagnuolo,RAM,2010,0.4375,0.125
Tommy Prothro,RAM,1971,0.6071,0.4643
Brian Billick,RAV,1999,0.5,0.75
Brian Billick,RAV,2000,0.75,0.625
Brian Billick,RAV,2001,0.625,0.4375
Brian Billick,RAV,2002,0.4375,0.625
Brian Billick,RAV,2003,0.625,0.5625
Brian Billick,RAV,2004,0.5625,0.375
Brian Billick,RAV,2005,0.375,0.8125
Brian Billick,RAV,2006,0.8125,0.3125
John Harbaugh,RAV,2008,0.6875,0.5625
John Harbaugh,RAV,2009,0.5625,0.75
John Harbaugh,RAV,2010,0.75,0.75
John Harbaugh,RAV,2011,0.75,0.625
John Harbaugh,RAV,2012,0.625,0.5
John Harbaugh,RAV,2013,0.5,0.625
John Harbaugh,RAV,2014,0.625,0.3125
John Harbaugh,RAV,2015,0.3125,0.5
John Harbaugh,RAV,2016,0.5,0.5625
John Harbaugh,RAV,2017,0.5625,0.625
John Harbaugh,RAV,2018,0.625,0.875
John Harbaugh,RAV,2019,0.875,0.6875
John Harbaugh,RAV,2020,0.6875,0.4706
John Harbaugh,RAV,2021,0.4706,0.5882
John Harbaugh,RAV,2022,0.5882,0.7647
John Harbaugh,RAV,2023,0.7647,0.7059
Ted Marchibroda,RAV,1996,0.25,0.4062
Ted Marchibroda,RAV,1997,0.4062,0.375
Al Saunders,SDG,1987,0.5333,0.375
Anthony Lynn,SDG,2017,0.5625,0.75
Anthony Lynn,SDG,2018,0.75,0.3125
Anthony Lynn,SDG,2019,0.3125,0.4375
Bobby Ross,SDG,1992,0.6875,0.5
Bobby Ross,SDG,1993,0.5,0.6875
Bobby Ross,SDG,1994,0.6875,0.5625
Bobby Ross,SDG,1995,0.5625,0.5
Brandon Staley,SDG,2021,0.5294,0.5882
Brandon Staley,SDG,2022,0.5882,0.2941
Dan Henning,SDG,1989,0.375,0.375
Dan Henning,SDG,1990,0.375,0.25
Don Coryell,SDG,1979,0.75,0.6875
Don Coryell,SDG,1980,0.6875,0.625
Don Coryell,SDG,1981,0.625,0.6667
Don Coryell,SDG,1982,0.6667,0.375
Don Coryell,SDG,1983,0.375,0.4375
Don Coryell,SDG,1984,0.4375,0.5
Don Coryell,SDG,1985,0.5,0.25
Harland Svare,SDG,1972,0.3214,0.1786
Kevin Gilbride,SDG,1997,0.25,0.3125
Marty Schottenheimer,SDG,2002,0.5,0.25
Marty Schottenheimer,SDG,2003,0.25,0.75
Marty Schottenheimer,SDG,2004,0.75,0.5625
Marty Schottenheimer,SDG,2005,0.5625,0.875
Mike McCoy,SDG,2013,0.5625,0.5625
Mike McCoy,SDG,2014,0.5625,0.25
Mike McCoy,SDG,2015,0.25,0.3125
Mike Riley,SDG,1999,0.5,0.0625
Mike Riley,SDG,2000,0.0625,0.3125
Norv Turner,SDG,2007,0.6875,0.5
Norv Turner,SDG,2008,0.5,0.8125
Norv Turner,SDG,2009,0.8125,0.5625
Norv Turner,SDG,2010,0.5625,0.5
Norv Turner,SDG,2011,0.5,0.4375
Tommy Prothro,SDG,1974,0.3571,0.1429
Tommy Prothro,SDG,1975,0.1429,0.4286
Tommy Prothro,SDG,1976,0.4286,0.5
Tommy Prothro,SDG,1977,0.5,0.5625
Chuck Knox,SEA,1983,0.5625,0.75
Chuck Knox,SEA,1984,0.75,0.5
Chuck Knox,SEA,1985,0.5,0.625
Chuck Knox,SEA,1986,0.625,0.6
Chuck Knox,SEA,1987,0.6,0.5625
Chuck Knox,SEA,1988,0.5625,0.4375
Chuck Knox,SEA,1989,0.4375,0.5625
Chuck Knox,SEA,1990,0.5625,0.4375
Dennis Erickson,SEA,1995,0.5,0.4375
Dennis Erickson,SEA,1996,0.4375,0.5
Dennis Erickson,SEA,1997,0.5,0.5
Jack Patera,SEA,1976,0.1429,0.3571
Jack Patera,SEA,1977,0.3571,0.5625
Jack Patera,SEA,1978,0.5625,0.5625
Jack Patera,SEA,1979,0.5625,0.25
Jack Patera,SEA,1980,0.25,0.375
Jack Patera,SEA,1981,0.375,0.4444
Mike Holmgren,SEA,1999,0.5625,0.375
Mike Holmgren,SEA,2000,0.375,0.5625
Mike Holmgren,SEA,2001,0.5625,0.4375
Mike Holmgren,SEA,2002,0.4375,0.625
Mike Holmgren,SEA,2003,0.625,0.5625
Mike Holmgren,SEA,2004,0.5625,0.8125
Mike Holmgren,SEA,2005,0.8125,0.5625
Mike Holmgren,SEA,2006,0.5625,0.625
Mike Holmgren,SEA,2007,0.625,0.25
Pete Carroll,SEA,2010,0.4375,0.4375
Pete Carroll,SEA,2011,0.4375,0.6875
Pete Carroll,SEA,2012,0.6875,0.8125
Pete Carroll,SEA,2013,0.8125,0.75
Pete Carroll,SEA,2014,0.75,0.625
Pete Carroll,SEA,2015,0.625,0.6562
Pete Carroll,SEA,2016,0.6562,0.5625
Pete Carroll,SEA,2017,0.5625,0.625
Pete Carroll,SEA,2018,0.625,0.6875
Pete Carroll,SEA,2019,0.6875,0.75
Pete Carroll,SEA,2020,0.75,0.4118
Pete Carroll,SEA,2021,0.4118,0.5294
Pete Carroll,SEA,2022,0.5294,0.5294
Tom Flores,SEA,1992,0.125,0.375
Tom Flores,SEA,1993,0.375,0.375
Bill Walsh,SFO,1979,0.125,0.375
Bill Walsh,SFO,1980,0.375,0.8125
Bill Walsh,SFO,1981,0.8125,0.3333
Bill Walsh,SFO,1982,0.3333,0.625
Bill Walsh,SFO,1983,0.625,0.9375
Bill Walsh,SFO,1984,0.9375,0.625
Bill Walsh,SFO,1985,0.625,0.6562
Bill Walsh,SFO,1986,0.6562,0.8667
Bill Walsh,SFO,1987,0.8667,0.625
Dennis Erickson,SFO,2003,0.4375,0.125
Dick Nolan,SFO,1970,0.75,0.6429
