Team,Year,split,Primary_Coach
MIN,1993,test,Dennis Green
MIN,1994,test,Dennis Green
MIN,1995,test,Dennis Green
MIN,1996,test,Dennis Green
MIN,1997,test,Dennis Green
MIN,1998,test,Dennis Green
MIN,1999,test,Dennis Green
MIN,2000,test,Dennis Green
MIN,2001,test,Dennis Green
MIN,2002,test,Mike Tice
MIN,2003,test,Mike Tice
MIN,2004,test,Mike Tice
MIN,2005,test,Mike Tice
MIN,2006,train,Brad Childress
MIN,2007,train,Brad Childress
MIN,2008,train,Brad Childress
MIN,2009,train,Brad Childress
MIN,2010,train,Brad Childress
MIN,2011,train,Leslie Frazier
MIN,2012,train,Leslie Frazier
MIN,2013,train,Leslie Frazier
MIN,2014,train,Mike Zimmer
MIN,2015,train,Mike Zimmer
MIN,2016,train,Mike Zimmer
MIN,2017,train,Mike Zimmer
MIN,2018,train,Mike Zimmer
MIN,2019,train,Mike Zimmer
MIN,2020,train,Mike Zimmer
MIN,2021,train,Mike Zimmer
MIN,2022,train,Kevin O'Connell
MIN,2023,train,Kevin O'Connell
MIN,2024,train,Kevin O'Connell
NOR,1970,train,J.D. Roberts
NOR,1971,train,J.D. Roberts
NOR,1972,train,J.D. Roberts
NOR,1973,test,John North
NOR,1974,test,John North
NOR,1975,test,John North
NOR,1976,train,Hank Stram
NOR,1977,train,Hank Stram
NOR,1978,train,Dick Nolan
NOR,1979,train,Dick Nolan
NOR,1980,train,Dick Nolan
NOR,1981,train,Bum Phillips
NOR,1982,train,Bum Phillips
NOR,1983,train,Bum Phillips
NOR,1984,train,Bum Phillips
NOR,1985,train,Bum Phillips
NOR,1986,train,Jim Mora Sr
NOR,1987,train,Jim Mora Sr
NOR,1988,train,Jim Mora Sr
NOR,1989,train,Jim Mora Sr
NOR,1990,train,Jim Mora Sr
NOR,1991,train,Jim Mora Sr
NOR,1992,train,Jim Mora Sr
NOR,1993,train,Jim Mora Sr
NOR,1994,train,Jim Mora Sr
NOR,1995,train,Jim Mora Sr
NOR,1996,train,Jim Mora Sr
NOR,1997,train,Mike Ditka
NOR,1998,train,Mike Ditka
NOR,1999,train,Mike Ditka
NOR,2000,train,Jim Haslett
NOR,2001,train,Jim Haslett
NOR,2002,train,Jim Haslett
NOR,2003,train,Jim Haslett
NOR,2004,train,Jim Haslett
NOR,2005,train,Jim Haslett
NOR,2006,train,Sean Payton
NOR,2007,train,Sean Payton
NOR,2008,train,Sean Payton
NOR,2009,train,Sean Payton
NOR,2010,train,Sean Payton
NOR,2011,train,Sean Payton
NOR,2012,train,Joe Vitt
NOR,2013,train,Sean Payton
NOR,2014,train,Sean Payton
NOR,2015,train,Sean Payton
NOR,2016,train,Sean Payton
NOR,2017,train,Sean Payton
NOR,2018,train,Sean Payton
NOR,2019,train,Sean Payton
NOR,2020,train,Sean Payton
NOR,2021,train,Sean Payton
NOR,2022,train,Dennis Allen
NOR,2023,train,Dennis Allen
NOR,2024,train,Dennis Allen
NWE,1970,train,Clive Rush
NWE,1971,train,John Mazur
NWE,1972,train,John Mazur
NWE,1973,train,Chuck Fairbanks
NWE,1974,train,Chuck Fairbanks
NWE,1975,train,Chuck Fairbanks
NWE,1976,train,Chuck Fairbanks
NWE,1977,train,Chuck Fairbanks
NWE,1978,train,Chuck Fairbanks
NWE,1979,train,Ron Erhardt
NWE,1980,train,Ron Erhardt
NWE,1981,train,Ron Erhardt
NWE,1982,train,Ron Meyer
NWE,1983,train,Ron Meyer
NWE,1984,train,Ron Meyer
NWE,1985,train,Raymond Berry
NWE,1986,train,Raymond Berry
NWE,1987,train,Raymond Berry
NWE,1988,train,Raymond Berry
NWE,1989,train,Raymond Berry
NWE,1990,test,Rod Rust
NWE,1991,train,Dick MacPherson
NWE,1992,train,Dick MacPherson
NWE,1993,train,Bill Parcells
NWE,1994,train,Bill Parcells
NWE,1995,train,Bill Parcells
NWE,1996,train,Bill Parcells
NWE,1997,train,Pete Carroll
NWE,1998,train,Pete Carroll
NWE,1999,train,Pete Carroll
NWE,2000,test,Bill Belichick
NWE,2001,test,Bill Belichick
NWE,2002,test,Bill Belichick
NWE,2003,test,Bill Belichick
NWE,2004,test,Bill Belichick
NWE,2005,test,Bill Belichick
NWE,2006,test,Bill Belichick
NWE,2007,test,Bill Belichick
NWE,2008,test,Bill Belichick
NWE,2009,test,Bill Belichick
NWE,2010,test,Bill Belichick
NWE,2011,test,Bill Belichick
NWE,2012,test,Bill Belichick
NWE,2013,test,Bill Belichick
NWE,2014,test,Bill Belichick
NWE,2015,test,Bill Belichick
NWE,2016,test,Bill Belichick
NWE,2017,test,Bill Belichick
NWE,2018,test,Bill Belichick
NWE,2019,test,Bill Belichick
NWE,2020,test,Bill Belichick
NWE,2021,test,Bill Belichick
NWE,2022,test,Bill Belichick
NWE,2023,test,Bill Belichick
NWE,2024,test,Jerod Mayo
NYG,1970,train,Alex Webster
NYG,1971,train,Alex Webster
NYG,1972,train,Alex Webster
NYG,1973,train,Alex Webster
NYG,1974,train,Bill Arnsparger
NYG,1975,train,Bill Arnsparger
NYG,1976,train,Bill Arnsparger
NYG,1977,train,John McVay
NYG,1978,train,John McVay
NYG,1979,train,Ray Perkins
NYG,1980,train,Ray Perkins
NYG,1981,train,Ray Perkins
NYG,1982,train,Ray Perkins
NYG,1983,train,Bill Parcells
NYG,1984,train,Bill Parcells
NYG,1985,train,Bill Parcells
NYG,1986,train,Bill Parcells
NYG,1987,train,Bill Parcells
NYG,1988,train,Bill Parcells
NYG,1989,train,Bill Parcells
NYG,1990,train,Bill Parcells
NYG,1991,test,Ray Handley
NYG,1992,test,Ray Handley
NYG,1993,train,Dan Reeves
NYG,1994,train,Dan Reeves
NYG,1995,train,Dan Reeves
NYG,1996,train,Dan Reeves
NYG,1997,test,Jim Fassel
NYG,1998,test,Jim Fassel
NYG,1999,test,Jim Fassel
NYG,2000,test,Jim Fassel
NYG,2001,test,Jim Fassel
NYG,2002,test,Jim Fassel
NYG,2003,test,Jim Fassel
NYG,2004,train,Tom Coughlin
NYG,2005,train,Tom Coughlin
NYG,2006,train,Tom Coughlin
NYG,2007,train,Tom Coughlin
NYG,2008,train,Tom Coughlin
NYG,2009,train,Tom Coughlin
NYG,2010,train,Tom Coughlin
NYG,2011,train,Tom Coughlin
NYG,2012,train,Tom Coughlin
NYG,2013,train,Tom Coughlin
NYG,2014,train,Tom Coughlin
NYG,2015,train,Tom Coughlin
NYG,2016,train,Ben McAdoo
NYG,2017,train,Ben McAdoo
NYG,2018,test,Pat Shurmur
NYG,2019,test,Pat Shurmur
NYG,2020,train,Joe Judge
NYG,2021,train,Joe Judge
NYG,2022,train,Brian Daboll
NYG,2023,train,Brian Daboll
NYG,2024,train,Brian Daboll
NYJ,1970,test,Weeb Ewbank
NYJ,1971,test,Weeb Ewbank
NYJ,1972,test,Weeb Ewbank
NYJ,1973,test,Weeb Ewbank
NYJ,1974,train,Charley Winner
NYJ,1975,train,Charley Winner
NYJ,1976,test,Lou Holtz
NYJ,1977,test,Walt Michaels
NYJ,1978,test,Walt Michaels
NYJ,1979,test,Walt Michaels
NYJ,1980,test,Walt Michaels
NYJ,1981,test,Walt Michaels
NYJ,1982,test,Walt Michaels
NYJ,1983,train,Joe Walton
NYJ,1984,train,Joe Walton
NYJ,1985,train,Joe Walton
NYJ,1986,train,Joe Walton
NYJ,1987,train,Joe Walton
NYJ,1988,train,Joe Walton
NYJ,1989,train,Joe Walton
NYJ,1990,train,Bruce Coslet
NYJ,1991,train,Bruce Coslet
NYJ,1992,train,Bruce Coslet
NYJ,1993,train,Bruce Coslet
NYJ,1994,train,Pete Carroll
NYJ,1995,test,Rich Kotite
NYJ,1996,test,Rich Kotite
NYJ,1997,train,Bill Parcells
NYJ,1998,train,Bill Parcells
NYJ,1999,train,Bill Parcells
NYJ,2000,train,Al Groh
NYJ,2001,train,Herm Edwards
NYJ,2002,train,Herm Edwards
NYJ,2003,train,Herm Edwards
NYJ,2004,train,Herm Edwards
NYJ,2005,train,Herm Edwards
NYJ,2006,train,Eric Mangini
NYJ,2007,train,Eric Mangini
NYJ,2008,train,Eric Mangini
NYJ,2009,train,Rex Ryan
NYJ,2010,train,Rex Ryan
NYJ,2011,train,Rex Ryan
NYJ,2012,train,Rex Ryan
NYJ,2013,train,Rex Ryan
NYJ,2014,train,Rex Ryan
NYJ,2015,test,Todd Bowles
NYJ,2016,test,Todd Bowles
NYJ,2017,test,Todd Bowles
NYJ,2018,test,Todd Bowles
NYJ,2019,train,Adam Gase
NYJ,2020,train,Adam Gase
NYJ,2021,train,Robert Saleh
NYJ,2022,train,Robert Saleh
NYJ,2023,train,Robert Saleh
NYJ,2024,train,Robert Saleh
OTI,1970,train,Wally Lemm
OTI,1971,train,Ed Hughes
OTI,1972,train,Bill Peterson
OTI,1973,train,Bill Peterson
OTI,1974,test,Sid Gillman
OTI,1975,train,Bum Phillips
OTI,1976,train,Bum Phillips
OTI,1977,train,Bum Phillips
OTI,1978,train,Bum Phillips
OTI,1979,train,Bum Phillips
OTI,1980,train,Bum Phillips
OTI,1981,train,Ed Biles
OTI,1982,train,Ed Biles
OTI,1983,train,Ed Biles
OTI,1984,train,Hugh Campbell
OTI,1985,train,Hugh Campbell
OTI,1986,train,Jerry Glanville
OTI,1987,train,Jerry Glanville
OTI,1988,train,Jerry Glanville
OTI,1989,train,Jerry Glanville
OTI,1990,train,Jack Pardee
OTI,1991,train,Jack Pardee
OTI,1992,train,Jack Pardee
OTI,1993,train,Jack Pardee
OTI,1994,train,Jack Pardee
OTI,1995,train,Jeff Fisher
OTI,1996,train,Jeff Fisher
OTI,1997,train,Jeff Fisher
OTI,1998,train,Jeff Fisher
OTI,1999,train,Jeff Fisher
OTI,2000,train,Jeff Fisher
OTI,2001,train,Jeff Fisher
OTI,2002,train,Jeff Fisher
OTI,2003,train,Jeff Fisher
OTI,2004,train,Jeff Fisher
OTI,2005,train,Jeff Fisher
OTI,2006,train,Jeff Fisher
OTI,2007,train,Jeff Fisher
OTI,2008,train,Jeff Fisher
OTI,2009,train,Jeff Fisher
OTI,2010,train,Jeff Fisher
OTI,2011,train,Mike Munchak
OTI,2012,train,Mike Munchak
OTI,2013,train,Mike Munchak
OTI,2014,train,Ken Whisenhunt
OTI,2015,train,Ken Whisenhunt
OTI,2016,train,Mike Mularkey
OTI,2017,train,Mike Mularkey
OTI,2018,train,Mike Vrabel
OTI,2019,train,Mike Vrabel
OTI,2020,train,Mike Vrabel
OTI,2021,train,Mike Vrabel
OTI,2022,train,Mike Vrabel
OTI,2023,train,Mike Vrabel
OTI,2024,test,Brian Callahan
PHI,1970,test,Jerry Williams
PHI,1971,test,Jerry Williams
PHI,1972,test,Ed Khayat
PHI,1973,train,Mike McCormack
PHI,1974,train,Mike McCormack
PHI,1975,train,Mike McCormack
PHI,1976,train,Dick Vermeil
PHI,1977,train,Dick Vermeil
PHI,1978,train,Dick Vermeil
PHI,1979,train,Dick Vermeil
PHI,1980,train,Dick Vermeil
PHI,1981,train,Dick Vermeil
PHI,1982,train,Dick Vermeil
PHI,1983,train,Marion Campbell
PHI,1984,train,Marion Campbell
PHI,1985,train,Marion Campbell
PHI,1986,train,Buddy Ryan
PHI,1987,train,Buddy Ryan
PHI,1988,train,Buddy Ryan
PHI,1989,train,Buddy Ryan
PHI,1990,train,Buddy Ryan
PHI,1991,test,Rich Kotite
PHI,1992,test,Rich Kotite
PHI,1993,test,Rich Kotite
PHI,1994,test,Rich Kotite
PHI,1995,train,Ray Rhodes
PHI,1996,train,Ray Rhodes
PHI,1997,train,Ray Rhodes
PHI,1998,train,Ray Rhodes
PHI,1999,train,Andy Reid
PHI,2000,train,Andy Reid
PHI,2001,train,Andy Reid
PHI,2002,train,Andy Reid
PHI,2003,train,Andy Reid
PHI,2004,train,Andy Reid
PHI,2005,train,Andy Reid
PHI,2006,train,Andy Reid
PHI,2007,train,Andy Reid
PHI,2008,train,Andy Reid
PHI,2009,train,Andy Reid
PHI,2010,train,Andy Reid
PHI,2011,train,Andy Reid
PHI,2012,train,Andy Reid
PHI,2013,test,Chip Kelly
PHI,2014,test,Chip Kelly
PHI,2015,test,Chip Kelly
PHI,2016,test,Doug Pederson
PHI,2017,test,Doug Pederson
PHI,2018,test,Doug Pederson
PHI,2019,test,Doug Pederson
PHI,2020,test,Doug Pederson
PHI,2021,train,Nick Sirianni
PHI,2022,train,Nick Sirianni
PHI,2023,train,Nick Sirianni
PHI,2024,train,Nick Sirianni
PIT,1970,train,Chuck Noll
PIT,1971,train,Chuck Noll
PIT,1972,train,Chuck Noll
PIT,1973,train,Chuck Noll
PIT,1974,train,Chuck Noll
PIT,1975,train,Chuck Noll
PIT,1976,train,Chuck Noll
PIT,1977,train,Chuck Noll
PIT,1978,train,Chuck Noll
PIT,1979,train,Chuck Noll
PIT,1980,train,Chuck Noll
PIT,1981,train,Chuck Noll
PIT,1982,train,Chuck Noll
PIT,1983,train,Chuck Noll
PIT,1984,train,Chuck Noll
PIT,1985,train,Chuck Noll
PIT,1986,train,Chuck Noll
PIT,1987,train,Chuck Noll
PIT,1988,train,Chuck Noll
PIT,1989,train,Chuck Noll
PIT,1990,train,Chuck Noll
PIT,1991,train,Chuck Noll
PIT,1992,train,Bill Cowher
PIT,1993,train,Bill Cowher
PIT,1994,train,Bill Cowher
PIT,1995,train,Bill Cowher
PIT,1996,train,Bill Cowher
PIT,1997,train,Bill Cowher
PIT,1998,train,Bill Cowher
PIT,1999,train,Bill Cowher
PIT,2000,train,Bill Cowher
PIT,2001,train,Bill Cowher
PIT,2002,train,Bill Cowher
PIT,2003,train,Bill Cowher
PIT,2004,train,Bill Cowher
PIT,2005,train,Bill Cowher
PIT,2006,train,Bill Cowher
PIT,2007,train,Mike Tomlin
PIT,2008,train,Mike Tomlin
PIT,2009,train,Mike Tomlin
PIT,2010,train,Mike Tomlin
PIT,2011,train,Mike Tomlin
PIT,2012,train,Mike Tomlin
PIT,2013,train,Mike Tomlin
PIT,2014,train,Mike Tomlin
PIT,2015,train,Mike Tomlin
PIT,2016,train,Mike Tomlin
PIT,2017,train,Mike Tomlin
PIT,2018,train,Mike Tomlin
PIT,2019,train,Mike Tomlin
PIT,2020,train,Mike Tomlin
PIT,2021,train,Mike Tomlin
PIT,2022,train,Mike Tomlin
PIT,2023,train,Mike Tomlin
PIT,2024,train,Mike Tomlin
RAI,1970,train,John Madden
RAI,1971,train,John Madden
RAI,1972,train,John Madden
RAI,1973,train,John Madden
RAI,1974,train,John Madden
RAI,1975,train,John Madden
RAI,1976,train,John Madden
RAI,1977,train,John Madden
RAI,1978,train,John Madden
RAI,1979,train,Tom Flores
RAI,1980,train,Tom Flores
RAI,1981,train,Tom Flores
RAI,1982,train,Tom Flores
RAI,1983,train,Tom Flores
RAI,1984,train,Tom Flores
RAI,1985,train,Tom Flores
RAI,1986,train,Tom Flores
RAI,1987,train,Tom Flores
RAI,1988,train,Mike Shanahan
RAI,1989,train,Mike Shanahan
RAI,1990,train,Art Shell
RAI,1991,train,Art Shell
RAI,1992,train,Art Shell
RAI,1993,train,Art Shell
RAI,1994,train,Art Shell
RAI,1995,test,Mike White
RAI,1996,test,Mike White
RAI,1997,train,Joe Bugel
RAI,1998,train,Jon Gruden
RAI,1999,train,Jon Gruden
RAI,2000,train,Jon Gruden
RAI,2001,train,Jon Gruden
RAI,2002,train,Bill Callahan
RAI,2003,train,Bill Callahan
RAI,2004,test,Norv Turner
RAI,2005,test,Norv Turner
RAI,2006,train,Art Shell
RAI,2007,train,Lane Kiffin
RAI,2008,train,Lane Kiffin
RAI,2009,test,Tom Cable
RAI,2010,test,Tom Cable
RAI,2011,test,Hue Jackson
RAI,2012,train,Dennis Allen
RAI,2013,train,Dennis Allen
RAI,2014,train,Dennis Allen
RAI,2015,train,Jack Del Rio
RAI,2016,train,Jack Del Rio
RAI,2017,train,Jack Del Rio
RAI,2018,train,Jon Gruden
RAI,2019,train,Jon Gruden
RAI,2020,train,Jon Gruden
RAI,2021,train,Jon Gruden
RAI,2022,train,Josh McDaniels
RAI,2023,train,Josh McDaniels
RAI,2024,train,Antonio Pierce
RAM,1970,train,George Allen
RAM,1971,train,Tommy Prothro
RAM,1972,train,Tommy Prothro
RAM,1973,train,Chuck Knox
RAM,1974,train,Chuck Knox
RAM,1975,train,Chuck Knox
RAM,1976,train,Chuck Knox
RAM,1977,train,Chuck Knox
RAM,1978,train,Ray Malavasi
RAM,1979,train,Ray Malavasi
RAM,1980,train,Ray Malavasi
RAM,1981,train,Ray Malavasi
RAM,1982,train,Ray Malavasi
RAM,1983,train,John Robinson
RAM,1984,train,John Robinson
RAM,1985,train,John Robinson
RAM,1986,train,John Robinson
RAM,1987,train,John Robinson
RAM,1988,train,John Robinson
RAM,1989,train,John Robinson
RAM,1990,train,John Robinson
RAM,1991,train,John Robinson
RAM,1992,train,Chuck Knox
RAM,1993,train,Chuck Knox
RAM,1994,train,Chuck Knox
RAM,1995,train,Rich Brooks
RAM,1996,train,Rich Brooks
RAM,1997,train,Dick Vermeil
RAM,1998,train,Dick Vermeil
RAM,1999,train,Dick Vermeil
RAM,2000,train,Mike Martz
RAM,2001,train,Mike Martz
RAM,2002,train,Mike Martz
RAM,2003,train,Mike Martz
RAM,2004,train,Mike Martz
RAM,2005,train,Mike Martz
RAM,2006,train,Scott Linehan
RAM,2007,train,Scott Linehan
RAM,2008,train,Scott Linehan
RAM,2009,train,Steve Spagnuolo
RAM,2010,train,Steve Spagnuolo
RAM,2011,train,Steve Spagnuolo
RAM,2012,train,Jeff Fisher
RAM,2013,train,Jeff Fisher
RAM,2014,train,Jeff Fisher
RAM,2015,train,Jeff Fisher
RAM,2016,train,Jeff Fisher
RAM,2017,train,Sean McVay
RAM,2018,train,Sean McVay
RAM,2019,train,Sean McVay
RAM,2020,train,Sean McVay
RAM,2021,train,Sean McVay
RAM,2022,train,Sean McVay
RAM,2023,train,Sean McVay
RAM,2024,train,Sean McVay
RAV,1996,train,Ted Marchibroda
RAV,1997,train,Ted Marchibroda
RAV,1998,train,Ted Marchibroda
RAV,1999,train,Brian Billick
RAV,2000,train,Brian Billick
RAV,2001,train,Brian Billick
RAV,2002,train,Brian Billick
RAV,2003,train,Brian Billick
RAV,2004,train,Brian Billick
RAV,2005,train,Brian Billick
RAV,2006,train,Brian Billick
RAV,2007,train,Brian Billick
RAV,2008,train,John Harbaugh
RAV,2009,train,John Harbaugh
RAV,2010,train,John Harbaugh
RAV,2011,train,John Harbaugh
RAV,2012,train,John Harbaugh
RAV,2013,train,John Harbaugh
RAV,2014,train,John Harbaugh
RAV,2015,train,John Harbaugh
RAV,2016,train,John Harbaugh
RAV,2017,train,John Harbaugh
RAV,2018,train,John Harbaugh
RAV,2019,train,John Harbaugh
RAV,2020,train,John Harbaugh
RAV,2021,train,John Harbaugh
RAV,2022,train,John Harbaugh
RAV,2023,train,John Harbaugh
RAV,2024,train,John Harbaugh
SDG,1970,train,Charlie Waller
SDG,1971,test,Sid Gillman
SDG,1972,train,Harland Svare
SDG,1973,train,Harland Svare
SDG,1974,train,Tommy Prothro
SDG,1975,train,Tommy Prothro
SDG,1976,train,Tommy Prothro
SDG,1977,train,Tommy Prothro
SDG,1978,train,Tommy Prothro
SDG,1979,train,Don Coryell
SDG,1980,train,Don Coryell
SDG,1981,train,Don Coryell
SDG,1982,train,Don Coryell
SDG,1983,train,Don Coryell
SDG,1984,train,Don Coryell
SDG,1985,train,Don Coryell
SDG,1986,train,Don Coryell
SDG,1987,train,Al Saunders
SDG,1988,train,Al Saunders
SDG,1989,train,Dan Henning
SDG,1990,train,Dan Henning
SDG,1991,train,Dan Henning
SDG,1992,train,Bobby Ross
SDG,1993,train,Bobby Ross
SDG,1994,train,Bobby Ross
SDG,1995,train,Bobby Ross
SDG,1996,train,Bobby Ross
SDG,1997,train,Kevin Gilbride
SDG,1998,train,Kevin Gilbride
SDG,1999,train,Mike Riley
SDG,2000,train,Mike Riley
SDG,2001,train,Mike Riley
SDG,2002,train,Marty Schottenheimer
SDG,2003,train,Marty Schottenheimer
SDG,2004,train,Marty Schottenheimer
SDG,2005,train,Marty Schottenheimer
SDG,2006,train,Marty Schottenheimer
SDG,2007,test,Norv Turner
SDG,2008,test,Norv Turner
SDG,2009,test,Norv Turner
SDG,2010,test,Norv Turner
SDG,2011,test,Norv Turner
SDG,2012,test,Norv Turner
SDG,2013,test,Mike McCoy
SDG,2014,test,Mike McCoy
SDG,2015,test,Mike McCoy
SDG,2016,test,Mike McCoy
SDG,2017,test,Anthony Lynn
SDG,2018,test,Anthony Lynn
SDG,2019,test,Anthony Lynn
SDG,2020,test,Anthony Lynn
SDG,2021,train,Brandon Staley
SDG,2022,train,Brandon Staley
SDG,2023,train,Brandon Staley
SDG,2024,train,Jim Harbaugh
SEA,1976,test,Jack Patera
SEA,1977,test,Jack Patera
SEA,1978,test,Jack Patera
SEA,1979,test,Jack Patera
SEA,1980,test,Jack Patera
SEA,1981,test,Jack Patera
SEA,1982,test,Jack Patera
SEA,1983,train,Chuck Knox
SEA,1984,train,Chuck Knox
SEA,1985,train,Chuck Knox
SEA,1986,train,Chuck Knox
SEA,1987,train,Chuck Knox
SEA,1988,train,Chuck Knox
SEA,1989,train,Chuck Knox
SEA,1990,train,Chuck Knox
SEA,1991,train,Chuck Knox
SEA,1992,train,Tom Flores
SEA,1993,train,Tom Flores
SEA,1994,train,Tom Flores
SEA,1995,train,Dennis Erickson
SEA,1996,train,Dennis Erickson
SEA,1997,train,Dennis Erickson
SEA,1998,train,Dennis Erickson
SEA,1999,test,Mike Holmgren
SEA,2000,test,Mike Holmgren
SEA,2001,test,Mike Holmgren
SEA,2002,test,Mike Holmgren
SEA,2003,test,Mike Holmgren
SEA,2004,test,Mike Holmgren
SEA,2005,test,Mike Holmgren
SEA,2006,test,Mike Holmgren
SEA,2007,test,Mike Holmgren
SEA,2008,test,Mike Holmgren
SEA,2009,train,Jim Mora Jr
SEA,2010,train,Pete Carroll
SEA,2011,train,Pete Carroll
SEA,2012,train,Pete Carroll
SEA,2013,train,Pete Carroll
SEA,2014,train,Pete Carroll
SEA,2015,train,Pete Carroll
SEA,2016,train,Pete Carroll
SEA,2017,train,Pete Carroll
SEA,2018,train,Pete Carroll
SEA,2019,train,Pete Carroll
SEA,2020,train,Pete Carroll
SEA,2021,train,Pete Carroll
SEA,2022,train,Pete Carroll
SEA,2023,train,Pete Carroll
SEA,2024,train,Mike Macdonald
SFO,1970,train,Dick Nolan
SFO,1971,train,Dick Nolan
SFO,1972,train,Dick Nolan
SFO,1973,train,Dick Nolan
SFO,1974,train,Dick Nolan
SFO,1975,train,Dick Nolan
SFO,1976,train,Monte Clark
SFO,1977,train,Ken Meyer
SFO,1978,train,Pete McCulley
SFO,1979,test,Bill Walsh
SFO,1980,test,Bill Walsh
SFO,1981,test,Bill Walsh
SFO,1982,test,Bill Walsh
SFO,1983,test,Bill Walsh
SFO,1984,test,Bill Walsh
SFO,1985,test,Bill Walsh
SFO,1986,test,Bill Walsh
SFO,1987,test,Bill Walsh
SFO,1988,test,Bill Walsh
SFO,1989,train,George Seifert
SFO,1990,train,George Seifert
SFO,1991,train,George Seifert
SFO,1992,train,George Seifert
SFO,1993,train,George Seifert
SFO,1994,train,George Seifert
SFO,1995,train,George Seifert
SFO,1996,train,George Seifert
SFO,1997,train,Steve Mariucci
SFO,1998,train,Steve Mariucci
SFO,1999,train,Steve Mariucci
SFO,2000,train,Steve Mariucci
SFO,2001,train,Steve Mariucci
SFO,2002,train,Steve Mariucci
SFO,2003,train,Dennis Erickson
SFO,2004,train,Dennis Erickson
SFO,2005,train,Mike Nolan
SFO,2006,train,Mike Nolan
SFO,2007,train,Mike Nolan
SFO,2008,train,Mike Nolan
SFO,2009,test,Mike Singletary
SFO,2010,test,Mike Singletary
SFO,2011,train,Jim Harbaugh
SFO,2012,train,Jim Harbaugh
SFO,2013,train,Jim Harbaugh
SFO,2014,train,Jim Harbaugh
SFO,2015,test,Jim Tomsula
SFO,2016,test,Chip Kelly
SFO,2017,train,Kyle Shanahan
SFO,2018,train,Kyle Shanahan
SFO,2019,train,Kyle Shanahan
SFO,2020,train,Kyle Shanahan
SFO,2021,train,Kyle Shanahan
SFO,2022,train,Kyle Shanahan
SFO,2023,train,Kyle Shanahan
SFO,2024,train,Kyle Shanahan
TAM,1976,train,John McKay
TAM,1977,train,John McKay
TAM,1978,train,John McKay
TAM,1979,train,John McKay
TAM,1980,train,John McKay
TAM,1981,train,John McKay
TAM,1982,train,John McKay
TAM,1983,train,John McKay
TAM,1984,train,John McKay
TAM,1985,train,Leeman Bennett
TAM,1986,train,Leeman Bennett
TAM,1987,train,Ray Perkins
TAM,1988,train,Ray Perkins
TAM,1989,train,Ray Perkins
TAM,1990,train,Ray Perkins
TAM,1991,train,Richard Williamson
TAM,1992,train,Sam Wyche
TAM,1993,train,Sam Wyche
TAM,1994,train,Sam Wyche
TAM,1995,train,Sam Wyche
TAM,1996,train,Tony Dungy
TAM,1997,train,Tony Dungy
TAM,1998,train,Tony Dungy
TAM,1999,train,Tony Dungy
TAM,2000,train,Tony Dungy
TAM,2001,train,Tony Dungy
TAM,2002,train,Jon Gruden
TAM,2003,train,Jon Gruden
TAM,2004,train,Jon Gruden
TAM,2005,train,Jon Gruden
TAM,2006,train,Jon Gruden
TAM,2007,train,Jon Gruden
TAM,2008,train,Jon Gruden
TAM,2009,train,Raheem Morris
TAM,2010,train,Raheem Morris
TAM,2011,train,Raheem Morris
TAM,2012,test,Greg Schiano
TAM,2013,test,Greg Schiano
TAM,2014,train,Lovie Smith
TAM,2015,train,Lovie Smith
TAM,2016,train,Dirk Koetter
TAM,2017,train,Dirk Koetter
TAM,2018,train,Dirk Koetter
TAM,2019,train,Bruce Arians
TAM,2020,train,Bruce Arians
TAM,2021,train,Bruce Arians
TAM,2022,test,Todd Bowles
TAM,2023,test,Todd Bowles
TAM,2024,test,Todd Bowles
WAS,1970,train,Bill Austin
WAS,1971,train,George Allen
WAS,1972,train,George Allen
WAS,1973,train,George Allen
WAS,1974,train,George Allen
WAS,1975,train,George Allen
WAS,1976,train,George Allen
WAS,1977,train,George Allen
WAS,1978,train,Jack Pardee
WAS,1979,train,Jack Pardee
WAS,1980,train,Jack Pardee
WAS,1981,train,Joe Gibbs
WAS,1982,train,Joe Gibbs
WAS,1983,train,Joe Gibbs
WAS,1984,train,Joe Gibbs
WAS,1985,train,Joe Gibbs
WAS,1986,train,Joe Gibbs
WAS,1987,train,Joe Gibbs
WAS,1988,train,Joe Gibbs
WAS,1989,train,Joe Gibbs
WAS,1990,train,Joe Gibbs
WAS,1991,train,Joe Gibbs
WAS,1992,train,Joe Gibbs
WAS,1993,test,Richie Petitbon
WAS,1994,test,Norv Turner
WAS,1995,test,Norv Turner
WAS,1996,test,Norv Turner
WAS,1997,test,Norv Turner
WAS,1998,test,Norv Turner
WAS,1999,test,Norv Turner
WAS,2000,test,Norv Turner
WAS,2001,train,Marty Schottenheimer
WAS,2002,test,Steve Spurrier
WAS,2003,test,Steve Spurrier
WAS,2004,train,Joe Gibbs
WAS,2005,train,Joe Gibbs
WAS,2006,train,Joe Gibbs
WAS,2007,train,Joe Gibbs
WAS,2008,train,Jim Zorn
WAS,2009,train,Jim Zorn
WAS,2010,train,Mike Shanahan
WAS,2011,train,Mike Shanahan
WAS,2012,train,Mike Shanahan
WAS,2013,train,Mike Shanahan
WAS,2014,train,Jay Gruden
WAS,2015,train,Jay Gruden
WAS,2016,train,Jay Gruden
WAS,2017,train,Jay Gruden
WAS,2018,train,Jay Gruden
WAS,2019,train,Jay Gruden
WAS,2020,train,Ron Rivera
WAS,2021,train,Ron Rivera
WAS,2022,train,Ron Rivera
WAS,2023,train,Ron Rivera
