Team,Year,Avg_Starter_Age,StdDev_Starter_Age,Avg_Starter_Experience,StdDev_Starter_Experience,Avg_Roster_Age,StdDev_Roster_Age,Avg_Roster_Experience,StdDev_Roster_Experience,Starter_Count,Roster_Count,Analysis_Date
MIN,2015,27.18,3.81,4.23,3.32,26.18,3.28,3.07,2.88,22,56,2025-08-16 09:13:00
MIN,2016,27.77,3.83,4.77,3.37,26.7,3.48,3.61,3.13,22,61,2025-08-16 09:13:00
MIN,2017,27.77,4.06,4.55,3.43,26.43,3.48,3.27,3.12,22,56,2025-08-16 09:13:00
MIN,2018,26.91,2.62,4.05,2.28,25.91,2.95,2.91,2.56,22,58,2025-08-16 09:13:00
MIN,2019,27.68,2.59,4.68,2.53,25.78,3.21,2.94,2.85,22,64,2025-08-16 09:13:00
MIN,2020,26.77,3.28,3.68,2.95,25.64,3.15,2.73,2.65,22,70,2025-08-16 09:13:00
MIN,2021,27.32,3.43,4.64,3.2,26.17,3.19,3.29,2.91,22,72,2025-08-16 09:13:00
MIN,2022,27.59,3.39,4.95,3.17,25.94,3.0,2.94,2.79,22,68,2025-08-16 09:13:00
MIN,2023,26.73,3.45,4.23,3.1,26.44,3.03,3.43,2.76,22,70,2025-08-16 09:13:00
MIN,2024,27.86,2.96,5.32,2.82,27.35,3.37,4.27,3.18,22,66,2025-08-16 09:13:00
NOR,2010,28.0,2.74,5.18,2.54,27.4,4.08,4.52,4.01,22,63,2025-08-16 09:13:01
NOR,2011,27.41,2.58,4.41,2.72,26.77,3.58,3.86,3.73,22,57,2025-08-16 09:13:01
NOR,2012,28.18,2.28,5.32,2.55,26.67,2.85,3.67,2.86,22,60,2025-08-16 09:13:01
NOR,2013,27.45,3.05,4.64,3.02,26.92,3.28,3.9,3.28,22,60,2025-08-16 09:13:01
NOR,2014,28.23,4.02,5.55,3.6,26.69,3.58,3.59,3.47,22,64,2025-08-16 09:13:01
NOR,2015,27.64,4.34,4.55,4.25,27.16,3.37,3.87,3.45,22,68,2025-08-16 09:13:01
NOR,2016,27.23,3.79,4.45,3.75,26.83,3.45,3.68,3.44,22,63,2025-08-16 09:13:01
NOR,2017,26.32,3.8,4.0,3.73,26.53,3.38,3.51,3.47,22,70,2025-08-16 09:13:01
NOR,2018,26.55,3.91,4.32,3.76,26.6,3.64,3.82,3.57,22,65,2025-08-16 09:13:01
NOR,2019,26.77,4.16,4.64,4.07,26.56,3.34,3.76,3.25,22,68,2025-08-16 09:13:01
NOR,2020,28.0,4.66,5.77,4.4,26.9,3.61,4.03,3.48,22,69,2025-08-16 09:13:01
NOR,2021,26.41,3.23,4.18,3.2,26.65,2.98,3.74,2.88,22,85,2025-08-16 09:13:01
NOR,2022,27.91,3.64,5.05,3.33,27.09,3.09,4.04,3.06,22,75,2025-08-16 09:13:01
NOR,2023,27.95,3.3,5.32,3.31,27.3,3.32,4.19,3.31,22,70,2025-08-16 09:13:01
NOR,2024,28.27,3.89,5.41,3.57,26.8,3.02,3.64,3.09,22,74,2025-08-16 09:13:01
NWE,2010,26.86,4.11,3.86,3.54,26.64,3.57,3.55,3.5,22,64,2025-08-16 09:13:05
NWE,2011,27.82,4.09,5.05,3.9,26.65,3.57,3.7,3.56,22,71,2025-08-16 09:13:05
NWE,2012,26.77,3.5,4.14,3.24,26.19,3.11,3.28,3.09,22,67,2025-08-16 09:13:05
NWE,2013,26.55,3.38,3.64,3.3,25.97,3.37,3.0,3.18,22,65,2025-08-16 09:13:05
NWE,2014,27.73,3.34,4.77,3.28,25.92,2.82,2.86,2.82,22,66,2025-08-16 09:13:05
NWE,2015,26.68,3.81,4.05,3.68,25.97,3.01,3.25,2.99,22,73,2025-08-16 09:13:05
NWE,2016,28.05,3.7,5.27,3.68,26.25,3.27,3.43,3.25,22,60,2025-08-16 09:13:05
NWE,2017,27.86,3.98,5.14,3.85,27.19,3.6,4.37,3.57,22,62,2025-08-16 09:13:05
NWE,2018,27.95,3.97,5.55,3.89,27.25,3.36,4.38,3.37,22,63,2025-08-16 09:13:05
NWE,2019,28.86,3.96,6.14,4.07,28.03,4.33,5.16,4.25,22,63,2025-08-16 09:13:05
NWE,2020,27.05,3.11,4.23,3.38,26.46,3.52,3.59,3.49,22,70,2025-08-16 09:13:05
NWE,2021,27.41,2.52,4.64,2.77,27.24,3.43,4.3,3.34,22,66,2025-08-16 09:13:05
NWE,2022,27.86,2.71,5.05,2.96,27.21,3.66,4.07,3.65,21,71,2025-08-16 09:13:05
NWE,2023,27.95,2.15,5.09,2.65,26.89,3.35,3.81,3.36,22,72,2025-08-16 09:13:05
NWE,2024,26.64,2.68,3.68,2.64,26.28,2.58,3.11,2.67,22,79,2025-08-16 09:13:06
NYG,2010,27.14,2.77,4.68,2.61,26.45,2.94,3.59,2.8,22,66,2025-08-16 09:13:05
NYG,2011,27.41,3.0,4.82,2.74,26.93,3.25,4.03,3.11,22,60,2025-08-16 09:13:05
NYG,2012,27.45,2.92,4.95,2.59,26.62,3.22,3.65,3.04,22,60,2025-08-16 09:13:05
NYG,2013,27.64,2.92,4.82,2.86,26.92,3.24,3.81,3.18,22,64,2025-08-16 09:13:05
NYG,2014,27.36,3.42,4.41,3.03,26.68,3.19,3.51,2.99,22,68,2025-08-16 09:13:05
NYG,2015,26.77,3.74,4.05,3.3,26.3,3.33,3.29,3.08,22,70,2025-08-16 09:13:05
NYG,2016,26.14,3.5,3.5,2.99,26.43,3.43,3.33,3.13,22,61,2025-08-16 09:13:05
NYG,2017,26.5,3.25,3.55,3.17,25.81,2.9,2.79,2.93,22,77,2025-08-16 09:13:05
NYG,2018,26.41,3.47,3.64,3.22,25.93,3.15,3.03,2.99,22,67,2025-08-16 09:13:05
NYG,2019,26.32,3.71,3.59,3.53,25.94,3.48,2.96,3.26,22,69,2025-08-16 09:13:05
NYG,2020,25.36,2.36,2.86,2.25,26.09,3.21,3.19,3.0,22,68,2025-08-16 09:13:05
NYG,2021,26.5,2.97,4.0,2.67,25.99,2.8,3.04,2.65,22,75,2025-08-16 09:13:05
NYG,2022,25.73,2.43,3.41,2.22,25.71,2.91,2.97,2.75,22,78,2025-08-16 09:13:05
NYG,2023,25.74,2.93,3.7,2.87,26.31,3.59,3.68,3.54,23,72,2025-08-16 09:13:05
NYG,2024,26.05,3.32,3.64,3.29,26.4,2.96,3.34,2.92,22,80,2025-08-16 09:13:05
NYJ,2010,28.41,3.63,5.64,3.46,27.21,3.88,4.1,3.9,22,61,2025-08-16 09:13:05
NYJ,2011,27.73,2.85,4.73,2.75,26.71,3.75,3.41,3.76,22,58,2025-08-16 09:13:05
NYJ,2012,27.95,3.53,4.82,3.06,26.22,2.84,2.93,2.67,22,68,2025-08-16 09:13:05
NYJ,2013,26.14,3.3,3.41,3.16,26.16,2.89,3.0,2.77,22,62,2025-08-16 09:13:05
NYJ,2014,27.0,3.16,4.23,2.99,26.17,2.97,3.25,2.96,22,63,2025-08-16 09:13:05
NYJ,2015,28.27,3.45,5.73,3.25,26.8,3.18,3.93,3.2,22,60,2025-08-16 09:13:05
NYJ,2016,27.59,3.76,5.23,3.53,26.01,3.04,3.03,3.09,22,75,2025-08-16 09:13:05
NYJ,2017,26.55,3.43,3.91,3.35,25.91,2.68,2.78,2.69,22,64,2025-08-16 09:13:05
NYJ,2018,26.23,2.65,3.59,2.34,26.13,2.78,3.13,2.77,22,68,2025-08-16 09:13:05
NYJ,2019,26.91,2.72,3.95,2.38,26.42,2.82,3.19,2.6,22,73,2025-08-16 09:13:05
NYJ,2020,26.23,3.35,3.36,3.3,26.11,3.06,3.0,2.79,22,80,2025-08-16 09:13:05
NYJ,2021,25.82,3.02,3.05,2.77,25.86,3.15,2.95,2.91,22,87,2025-08-16 09:13:05
NYJ,2022,27.09,3.54,4.82,3.19,26.53,3.63,3.71,3.23,22,66,2025-08-16 09:13:05
NYJ,2023,25.95,2.82,3.64,2.68,27.08,3.96,4.23,3.92,22,75,2025-08-16 09:13:05
NYJ,2024,27.55,4.31,5.09,4.45,27.21,3.84,4.13,3.91,22,75,2025-08-16 09:13:05
OTI,2010,26.82,2.52,4.14,2.21,26.47,3.51,3.47,3.27,22,60,2025-08-16 09:13:00
OTI,2011,27.09,3.54,4.45,2.99,26.43,3.42,3.44,2.96,22,54,2025-08-16 09:13:00
OTI,2012,26.5,3.17,3.91,2.74,26.05,3.08,3.06,2.83,22,64,2025-08-16 09:13:00
OTI,2013,26.86,2.87,4.23,2.58,26.82,3.04,3.75,2.73,22,61,2025-08-16 09:13:00
OTI,2014,26.41,3.29,3.86,3.12,26.8,3.14,3.84,3.01,22,70,2025-08-16 09:13:00
OTI,2015,26.73,2.98,4.05,3.0,25.68,2.66,2.86,2.6,22,63,2025-08-16 09:13:00
OTI,2016,26.91,2.71,4.18,2.81,26.42,3.07,3.57,3.2,22,60,2025-08-16 09:13:00
OTI,2017,26.64,3.05,4.0,2.98,26.98,3.27,4.13,3.2,22,54,2025-08-16 09:13:00
OTI,2018,26.5,2.91,4.09,2.76,26.39,2.93,3.53,3.1,22,62,2025-08-16 09:13:00
OTI,2019,25.91,2.83,3.41,2.65,26.45,3.23,3.57,3.22,22,69,2025-08-16 09:13:00
OTI,2020,27.68,3.6,4.95,3.44,26.82,3.54,3.99,3.34,22,74,2025-08-16 09:13:00
OTI,2021,27.68,3.6,4.91,3.19,26.82,3.22,3.88,3.14,22,91,2025-08-16 09:13:00
OTI,2022,26.86,3.23,4.18,3.13,26.57,3.03,3.48,2.94,22,86,2025-08-16 09:13:00
OTI,2023,26.95,2.91,4.14,2.89,26.18,3.14,3.04,3.11,21,83,2025-08-16 09:13:00
OTI,2024,26.68,2.78,4.0,2.67,26.48,3.2,3.39,3.29,22,77,2025-08-16 09:13:00
PHI,2010,26.32,2.66,3.73,2.71,26.26,3.05,3.11,2.75,22,66,2025-08-16 09:13:04
PHI,2011,27.0,2.88,4.27,3.04,26.25,2.85,3.25,2.86,22,57,2025-08-16 09:13:04
PHI,2012,27.41,3.22,4.73,3.13,26.09,3.05,2.97,2.89,22,65,2025-08-16 09:13:04
PHI,2013,26.95,2.84,4.14,2.85,26.1,3.13,3.09,3.12,22,58,2025-08-16 09:13:04
PHI,2014,27.23,3.02,4.5,2.89,26.86,3.23,3.84,3.18,22,57,2025-08-16 09:13:04
PHI,2015,27.32,2.61,4.59,2.68,26.78,3.07,3.68,3.12,22,59,2025-08-16 09:13:04
PHI,2016,27.5,3.0,4.77,3.12,26.49,3.51,3.64,3.47,22,59,2025-08-16 09:13:04
PHI,2017,26.91,2.27,4.32,2.08,26.63,3.62,3.92,3.4,22,63,2025-08-16 09:13:04
PHI,2018,28.14,3.71,5.59,3.71,26.4,3.43,3.79,3.44,22,68,2025-08-16 09:13:04
PHI,2019,27.77,3.54,5.41,3.42,26.52,3.73,3.96,3.74,22,73,2025-08-16 09:13:04
PHI,2020,26.64,3.3,4.0,3.09,25.65,3.15,2.9,3.2,22,81,2025-08-16 09:13:04
PHI,2021,26.5,3.43,3.86,3.23,25.53,3.06,2.71,2.98,22,75,2025-08-16 09:13:04
PHI,2022,27.5,3.42,4.91,3.34,26.3,3.53,3.46,3.64,22,63,2025-08-16 09:13:04
PHI,2023,27.5,3.6,4.95,3.4,26.4,3.39,3.78,3.31,22,67,2025-08-16 09:13:04
PHI,2024,26.18,3.03,3.82,2.95,26.06,2.89,3.38,3.0,22,68,2025-08-16 09:13:04
PIT,2010,28.27,4.13,5.55,3.8,27.54,3.92,4.55,3.61,22,56,2025-08-16 09:13:02
PIT,2011,28.23,4.25,5.73,3.94,27.18,4.09,4.3,3.83,22,60,2025-08-16 09:13:02
PIT,2012,28.27,4.08,5.77,3.53,26.85,3.96,3.9,3.84,22,60,2025-08-16 09:13:02
PIT,2013,27.73,3.83,5.09,3.68,26.75,3.48,3.87,3.28,22,61,2025-08-16 09:13:02
PIT,2014,27.09,2.97,4.68,2.82,26.78,3.85,4.05,3.54,22,55,2025-08-16 09:13:02
PIT,2015,28.09,3.31,5.36,3.27,26.7,3.74,3.93,3.66,22,60,2025-08-16 09:13:02
PIT,2016,27.0,3.94,4.55,3.89,26.4,3.33,3.57,3.39,22,58,2025-08-16 09:13:02
PIT,2017,26.64,3.09,4.27,3.1,26.51,3.19,3.67,3.24,22,57,2025-08-16 09:13:02
PIT,2018,27.14,3.54,4.64,3.43,26.18,3.13,3.48,3.07,22,56,2025-08-16 09:13:02
PIT,2019,26.82,3.23,4.27,3.06,25.9,3.24,3.08,3.03,22,62,2025-08-16 09:13:02
PIT,2020,27.91,3.93,5.5,3.79,26.34,3.47,3.58,3.43,22,67,2025-08-16 09:13:02
PIT,2021,26.39,4.03,4.0,4.32,26.1,3.04,3.17,3.12,23,71,2025-08-16 09:13:02
PIT,2022,25.82,2.28,3.5,2.41,26.13,2.54,3.22,2.39,22,63,2025-08-16 09:13:02
PIT,2023,27.14,3.09,4.82,3.4,26.78,2.85,3.98,2.99,22,65,2025-08-16 09:13:02
PIT,2024,27.14,3.77,4.5,3.61,27.19,3.14,4.07,3.16,22,69,2025-08-16 09:13:02
RAI,2010,26.45,3.26,3.59,3.02,26.7,3.18,3.54,2.99,22,56,2025-08-16 09:13:06
RAI,2011,27.0,3.34,4.14,3.2,26.77,3.37,3.72,3.22,22,64,2025-08-16 09:13:06
RAI,2012,27.59,3.45,4.55,3.17,26.73,3.41,3.55,3.47,22,62,2025-08-16 09:13:06
RAI,2013,27.55,3.43,4.59,3.43,26.21,3.24,3.03,3.36,22,63,2025-08-16 09:13:06
RAI,2014,27.05,3.79,4.0,4.08,26.61,3.45,3.47,3.68,22,66,2025-08-16 09:13:06
RAI,2015,26.77,3.65,3.91,3.73,26.66,3.51,3.44,3.53,22,62,2025-08-16 09:13:06
RAI,2016,26.86,2.93,4.0,2.67,26.2,3.21,2.93,3.13,22,59,2025-08-16 09:13:06
RAI,2017,27.64,3.24,4.82,3.05,26.03,3.19,2.87,3.04,22,61,2025-08-16 09:13:06
RAI,2018,26.95,4.08,4.41,3.67,27.05,3.73,3.91,3.56,22,77,2025-08-16 09:13:06
RAI,2019,25.95,3.54,3.55,3.28,26.0,2.96,3.08,2.81,22,71,2025-08-16 09:13:06
RAI,2020,27.09,3.96,4.64,3.85,26.41,3.25,3.64,3.19,22,70,2025-08-16 09:13:06
RAI,2021,26.41,2.95,3.91,2.84,26.64,2.95,3.71,2.97,22,77,2025-08-16 09:13:06
RAI,2022,26.73,2.83,4.05,2.85,26.53,2.52,3.51,2.69,22,72,2025-08-16 09:13:06
RAI,2023,26.95,3.09,4.36,3.16,26.69,3.12,3.72,3.09,22,68,2025-08-16 09:13:06
RAI,2024,26.18,3.25,3.5,2.79,25.87,2.64,2.81,2.66,22,68,2025-08-16 09:13:06
RAM,2010,26.95,3.24,4.14,3.14,26.08,2.97,2.97,2.9,22,61,2025-08-16 09:13:01
RAM,2011,27.5,3.69,4.64,3.43,26.96,3.49,3.58,3.37,22,71,2025-08-16 09:13:01
RAM,2012,26.41,2.7,3.73,2.53,25.59,2.7,2.54,2.66,22,59,2025-08-16 09:13:01
RAM,2013,25.73,3.12,3.09,2.62,25.34,2.81,2.4,2.74,22,58,2025-08-16 09:13:01
RAM,2014,25.41,3.03,2.95,2.73,25.58,2.67,2.53,2.44,22,59,2025-08-16 09:13:01
RAM,2015,25.82,2.28,3.23,2.11,25.29,2.4,2.38,2.2,22,65,2025-08-16 09:13:01
RAM,2016,25.86,2.08,3.27,2.03,25.26,2.33,2.26,2.02,22,62,2025-08-16 09:13:01
RAM,2017,26.64,3.23,4.18,2.72,25.39,2.67,2.66,2.41,22,61,2025-08-16 09:13:01
RAM,2018,27.23,3.54,4.55,3.22,25.95,2.97,3.16,2.77,22,61,2025-08-16 09:13:01
RAM,2019,26.95,3.73,4.32,3.46,25.67,3.24,2.97,3.1,22,61,2025-08-16 09:13:01
RAM,2020,26.83,3.34,3.78,3.0,25.48,3.09,2.52,2.73,23,62,2025-08-16 09:13:01
RAM,2021,27.73,3.76,4.82,3.66,25.95,3.28,2.99,3.3,22,75,2025-08-16 09:13:01
RAM,2022,28.27,3.49,5.32,3.23,25.93,2.83,2.81,2.76,22,80,2025-08-16 09:13:01
RAM,2023,26.64,3.44,3.59,3.49,25.87,2.94,2.71,2.79,22,68,2025-08-16 09:13:01
RAM,2024,26.5,3.45,3.45,3.67,25.94,2.85,2.66,3.01,22,67,2025-08-16 09:13:01
RAV,2010,28.45,3.75,5.95,3.86,27.4,3.55,4.4,3.77,22,55,2025-08-16 09:13:06
RAV,2011,28.09,3.78,5.5,3.92,26.98,3.73,3.93,3.75,22,60,2025-08-16 09:13:06
RAV,2012,27.82,3.55,5.0,3.68,26.87,3.95,3.6,3.87,22,60,2025-08-16 09:13:06
RAV,2013,27.05,2.68,4.14,2.82,26.8,3.38,3.7,3.29,22,60,2025-08-16 09:13:06
RAV,2014,27.73,3.53,5.09,3.66,26.04,3.06,3.1,3.07,22,67,2025-08-16 09:13:06
RAV,2015,27.73,3.6,5.05,3.68,26.26,3.46,3.28,3.42,22,72,2025-08-16 09:13:06
RAV,2016,28.18,3.94,5.41,3.9,26.66,3.53,3.69,3.5,22,64,2025-08-16 09:13:06
RAV,2017,27.73,3.95,5.05,4.1,26.7,3.66,3.58,3.48,22,64,2025-08-16 09:13:06
RAV,2018,27.55,3.95,4.82,4.19,26.31,3.52,3.23,3.54,22,61,2025-08-16 09:13:06
RAV,2019,26.82,3.42,4.14,3.55,26.68,3.5,3.74,3.44,22,65,2025-08-16 09:13:06
RAV,2020,26.77,3.48,4.36,3.32,26.43,3.81,3.56,3.57,22,75,2025-08-16 09:13:06
RAV,2021,27.41,3.61,4.82,3.46,27.0,3.85,4.12,3.74,22,75,2025-08-16 09:13:06
RAV,2022,26.95,3.43,4.86,3.51,26.76,3.55,4.22,3.71,22,76,2025-08-16 09:13:06
RAV,2023,26.91,2.93,4.64,2.85,26.66,3.0,4.07,3.05,22,68,2025-08-16 09:13:06
RAV,2024,26.14,2.9,4.0,2.86,26.93,3.42,4.14,3.23,22,69,2025-08-16 09:13:06
SDG,2010,27.82,2.56,4.86,2.34,27.36,3.47,4.05,3.45,22,74,2025-08-16 09:13:03
SDG,2011,28.05,3.54,5.27,3.33,27.22,3.34,4.22,3.28,22,63,2025-08-16 09:13:03
SDG,2012,28.82,3.69,6.05,3.55,27.29,3.39,4.2,3.43,22,65,2025-08-16 09:13:03
SDG,2013,26.5,3.54,3.68,3.27,26.37,3.24,3.47,3.04,22,62,2025-08-16 09:13:03
SDG,2014,27.36,3.53,4.55,3.43,27.02,3.53,3.97,3.45,22,64,2025-08-16 09:13:03
SDG,2015,26.5,3.26,4.14,2.98,26.66,3.14,3.61,3.11,22,67,2025-08-16 09:13:03
SDG,2016,26.82,3.5,4.09,3.32,26.06,3.06,3.04,2.98,22,68,2025-08-16 09:13:03
SDG,2017,26.64,3.32,3.86,3.17,26.25,3.5,3.18,3.31,22,65,2025-08-16 09:13:03
SDG,2018,26.77,3.65,4.23,3.56,26.14,3.66,3.2,3.56,22,64,2025-08-16 09:13:03
SDG,2019,27.0,4.22,4.27,4.31,26.32,3.41,3.38,3.4,22,65,2025-08-16 09:13:03
SDG,2020,26.36,3.08,4.18,3.16,25.61,2.69,2.79,2.78,22,71,2025-08-16 09:13:03
SDG,2021,26.45,3.35,3.95,3.21,26.06,3.43,3.1,3.29,22,72,2025-08-16 09:13:03
SDG,2022,26.91,2.94,4.23,2.69,26.24,3.08,3.21,2.9,22,70,2025-08-16 09:13:03
SDG,2023,26.86,3.23,4.41,2.95,26.17,2.92,3.32,2.87,22,72,2025-08-16 09:13:03
SDG,2024,26.32,3.09,3.86,2.92,26.5,3.03,3.7,2.94,22,70,2025-08-16 09:13:03
SEA,2010,27.64,4.07,4.77,3.52,27.03,3.57,3.88,3.28,22,65,2025-08-16 09:12:59
SEA,2011,25.59,2.56,2.91,2.35,25.69,2.52,2.6,2.41,22,70,2025-08-16 09:12:59
SEA,2012,26.05,2.55,3.41,2.34,26.07,3.05,2.93,2.9,22,60,2025-08-16 09:12:59
SEA,2013,26.32,2.44,3.55,2.46,25.75,2.58,2.87,2.37,22,63,2025-08-16 09:12:59
SEA,2014,25.95,1.96,3.45,2.18,25.81,2.37,2.61,2.49,22,72,2025-08-16 09:12:59
SEA,2015,26.68,2.38,3.86,2.34,26.26,2.73,2.94,2.52,22,70,2025-08-16 09:12:59
SEA,2016,27.0,2.43,4.27,2.68,26.03,2.99,2.97,2.81,22,69,2025-08-16 09:12:59
SEA,2017,27.18,2.87,4.36,2.48,26.1,3.1,3.16,2.98,22,68,2025-08-16 09:12:59
SEA,2018,26.5,2.72,3.77,2.56,25.9,3.45,3.11,3.38,22,62,2025-08-16 09:12:59
SEA,2019,26.91,3.29,4.41,3.03,26.24,3.09,3.59,3.07,22,63,2025-08-16 09:12:59
SEA,2020,27.5,3.76,4.86,3.71,26.47,3.39,3.71,3.25,22,73,2025-08-16 09:12:59
SEA,2021,27.71,3.48,5.17,3.21,26.43,3.2,3.56,3.33,24,70,2025-08-16 09:12:59
SEA,2022,27.52,3.76,4.71,3.38,26.67,3.08,3.65,3.01,21,69,2025-08-16 09:12:59
SEA,2023,26.86,3.21,4.38,3.25,25.9,3.37,3.1,3.6,21,71,2025-08-16 09:13:00
SEA,2024,26.41,3.49,3.95,3.37,26.23,2.81,3.23,2.98,22,74,2025-08-16 09:13:00
SFO,2010,26.91,3.26,4.55,3.13,26.63,3.82,3.95,3.59,22,62,2025-08-16 09:13:04
SFO,2011,26.91,2.72,4.41,2.48,26.57,3.32,3.76,3.24,22,54,2025-08-16 09:13:04
SFO,2012,27.41,2.94,4.95,2.7,27.11,3.76,4.2,3.76,22,56,2025-08-16 09:13:04
SFO,2013,28.05,3.32,5.5,3.14,26.93,3.5,4.05,3.46,22,59,2025-08-16 09:13:04
SFO,2014,27.77,3.38,5.0,3.48,26.64,3.58,3.68,3.62,22,66,2025-08-16 09:13:04
SFO,2015,27.0,3.46,4.05,3.21,26.22,3.48,3.16,3.39,22,63,2025-08-16 09:13:04
SFO,2016,26.95,3.21,4.32,2.98,26.07,3.34,3.09,3.03,22,69,2025-08-16 09:13:04
SFO,2017,26.59,3.26,3.82,2.86,26.17,3.41,3.31,3.23,22,72,2025-08-16 09:13:04
SFO,2018,26.32,3.3,3.5,3.16,25.62,3.08,2.75,2.85,22,68,2025-08-16 09:13:04
SFO,2019,26.05,2.92,3.36,2.61,26.67,3.69,3.73,3.34,22,67,2025-08-16 09:13:04
SFO,2020,26.36,2.87,3.45,2.58,26.71,3.06,3.54,2.83,22,84,2025-08-16 09:13:04
SFO,2021,27.68,3.5,4.77,3.21,27.09,3.48,4.16,3.3,22,79,2025-08-16 09:13:04
SFO,2022,26.91,3.19,4.5,3.11,26.88,3.57,4.07,3.48,22,69,2025-08-16 09:13:04
SFO,2023,27.45,3.26,5.0,3.27,26.99,3.13,3.96,3.05,22,75,2025-08-16 09:13:04
SFO,2024,27.86,3.48,4.95,3.61,27.27,3.09,4.12,3.17,22,77,2025-08-16 09:13:04
TAM,2010,25.73,3.41,3.09,3.12,25.33,2.9,2.33,2.75,22,67,2025-08-16 09:13:02
TAM,2011,25.82,3.3,3.41,3.29,25.29,2.67,2.61,2.62,22,66,2025-08-16 09:13:02
TAM,2012,26.27,3.47,3.5,3.41,25.76,2.71,2.84,2.6,22,67,2025-08-16 09:13:02
TAM,2013,25.91,2.52,3.05,2.48,26.0,2.93,3.08,2.77,22,64,2025-08-16 09:13:02
TAM,2014,26.82,3.35,4.09,3.19,25.9,2.69,2.73,2.65,22,70,2025-08-16 09:13:02
TAM,2015,25.82,3.54,3.45,3.1,25.99,2.91,2.91,2.79,22,67,2025-08-16 09:13:02
TAM,2016,26.77,3.68,4.27,3.04,25.93,3.13,3.07,2.8,22,67,2025-08-16 09:13:02
TAM,2017,26.91,3.53,4.55,2.99,26.42,3.34,3.59,3.24,22,66,2025-08-16 09:13:02
TAM,2018,26.41,3.58,4.05,3.24,25.91,3.2,3.23,3.02,22,69,2025-08-16 09:13:02
TAM,2019,26.09,3.29,3.95,2.87,25.7,2.63,2.65,2.62,22,66,2025-08-16 09:13:02
TAM,2020,26.91,4.95,5.05,4.64,26.86,3.96,4.09,3.9,22,66,2025-08-16 09:13:02
TAM,2021,28.05,4.84,6.0,4.64,27.84,4.09,5.03,3.88,22,69,2025-08-16 09:13:02
TAM,2022,27.76,4.93,5.38,4.93,27.22,3.97,4.38,4.11,21,69,2025-08-16 09:13:02
TAM,2023,26.24,2.95,3.76,3.06,25.83,2.71,2.77,2.71,21,60,2025-08-16 09:13:02
TAM,2024,25.95,2.8,3.5,3.07,26.08,2.77,2.99,2.87,22,74,2025-08-16 09:13:02
WAS,2010,27.95,3.48,4.73,3.31,27.52,4.05,4.44,3.96,22,64,2025-08-16 09:13:01
WAS,2011,27.18,3.45,4.5,3.47,26.79,3.47,3.63,3.24,22,63,2025-08-16 09:13:01
WAS,2012,27.0,3.22,4.32,3.21,26.78,3.55,3.59,3.18,22,64,2025-08-16 09:13:01
WAS,2013,27.86,3.2,5.23,3.15,26.7,3.43,3.5,3.22,22,60,2025-08-16 09:13:01
WAS,2014,27.0,3.02,4.14,2.96,26.41,2.77,3.33,3.06,22,70,2025-08-16 09:13:01
WAS,2015,26.95,2.55,4.05,2.75,26.46,2.86,3.32,2.9,22,69,2025-08-16 09:13:01
WAS,2016,27.64,2.34,4.77,2.89,26.78,3.12,3.71,3.34,22,63,2025-08-16 09:13:01
WAS,2017,26.82,2.72,3.91,2.81,26.12,2.97,2.99,2.89,22,72,2025-08-16 09:13:01
WAS,2018,27.36,3.26,4.64,3.37,26.44,3.38,3.44,3.24,22,77,2025-08-16 09:13:01
WAS,2019,26.86,3.82,4.05,3.47,26.1,3.34,3.08,3.13,22,77,2025-08-16 09:13:01
WAS,2020,26.14,3.43,3.68,3.36,25.87,3.24,3.09,3.15,22,70,2025-08-16 09:13:01
WAS,2021,25.77,2.78,3.27,2.53,26.26,2.98,3.24,2.81,22,82,2025-08-16 09:13:01
WAS,2022,27.18,2.94,4.45,2.74,26.08,2.8,3.1,2.65,22,73,2025-08-16 09:13:01
WAS,2023,26.36,2.59,3.86,2.4,26.32,2.74,3.17,2.61,22,71,2025-08-16 09:13:01
WAS,2024,27.14,3.03,4.41,3.33,27.49,3.23,4.67,3.33,22,70,2025-08-16 09:13:01
